num_of_agents,num_of_items_per_agent,L,random_valuation,D,num_of_items,greedy_approximation,greedy_approximation_to_total,greedy_approximation_to_MMS,weak_greedy_approximation,weak_greedy_approximation_to_total,weak_greedy_approximation_to_MMS
4,24,8,uniform_distribution_low,34,96,10854,22,89,10776,22,88
4,24,9,uniform_distribution_low,38,96,11448,23,92,11268,22,91
4,28,1,uniform_distribution_low,6,112,9640,16,66,9640,16,66
4,28,2,uniform_distribution_low,10,112,12691,19,79,12690,19,79
4,28,3,uniform_distribution_low,14,112,12873,21,85,12867,21,85
4,28,4,uniform_distribution_low,18,112,12114,22,88,12104,22,88
4,28,5,uniform_distribution_low,22,112,12690,22,89,12675,22,89
4,28,6,uniform_distribution_low,26,112,11811,22,90,11778,22,90
4,28,7,uniform_distribution_low,30,112,13493,23,92,13461,23,92
4,28,8,uniform_distribution_low,34,112,12630,22,88,12568,22,88
4,28,9,uniform_distribution_low,38,112,12230,22,90,11979,22,88
4,32,1,uniform_distribution_low,6,128,10010,16,66,10010,16,66
4,32,2,uniform_distribution_low,10,128,12990,19,79,12986,19,79
4,32,3,uniform_distribution_low,14,128,14070,21,85,14070,21,85
4,32,4,uniform_distribution_low,18,128,14522,21,87,14516,21,87
4,32,5,uniform_distribution_low,22,128,13454,22,90,13445,22,90
4,32,6,uniform_distribution_low,26,128,14570,22,89,14514,22,89
4,32,7,uniform_distribution_low,30,128,15128,23,92,15099,23,92
4,32,8,uniform_distribution_low,34,128,14448,23,93,14416,23,93
4,32,9,uniform_distribution_low,38,128,14963,22,90,14859,22,90
4,36,1,uniform_distribution_low,6,144,11806,16,66,11806,16,66
4,36,2,uniform_distribution_low,10,144,13662,19,79,13658,19,79
4,36,3,uniform_distribution_low,14,144,15179,21,85,15168,21,85
4,36,4,uniform_distribution_low,18,144,15745,22,88,15736,22,88
4,36,5,uniform_distribution_low,22,144,15720,22,90,15715,22,90
4,36,6,uniform_distribution_low,26,144,16471,22,91,16464,22,91
4,36,7,uniform_distribution_low,30,144,16823,22,91,16800,22,91
4,36,8,uniform_distribution_low,34,144,16054,23,93,16008,23,92
4,36,9,uniform_distribution_low,38,144,18416,23,93,18279,23,92
4,40,1,uniform_distribution_low,6,160,13704,16,66,13704,16,66
4,40,2,uniform_distribution_low,10,160,15104,19,79,15104,19,79
4,40,3,uniform_distribution_low,14,160,17376,21,85,17370,21,85
4,40,4,uniform_distribution_low,18,160,16858,22,88,16828,22,88
4,40,5,uniform_distribution_low,22,160,17577,22,90,17560,22,90
4,40,6,uniform_distribution_low,26,160,19283,22,91,19260,22,90
4,40,7,uniform_distribution_low,30,160,18662,22,91,18620,22,91
4,40,8,uniform_distribution_low,34,160,18449,23,92,18416,23,92
4,40,9,uniform_distribution_low,38,160,16659,23,93,16524,23,92
4,44,1,uniform_distribution_low,6,176,14191,16,66,14191,16,66
4,44,2,uniform_distribution_low,10,176,17786,19,79,17786,19,79
4,44,3,uniform_distribution_low,14,176,18720,21,85,18714,21,85
4,44,4,uniform_distribution_low,18,176,20377,22,88,20372,22,88
4,44,5,uniform_distribution_low,22,176,21824,22,90,21790,22,90
4,44,6,uniform_distribution_low,26,176,19350,22,91,19344,22,91
4,44,7,uniform_distribution_low,30,176,22739,23,92,22722,23,92
4,44,8,uniform_distribution_low,34,176,20076,23,93,20024,23,92
4,44,9,uniform_distribution_low,38,176,19244,23,93,19197,23,93
4,48,1,uniform_distribution_low,6,192,15536,16,66,15536,16,66
4,48,2,uniform_distribution_low,10,192,18711,19,79,18710,19,79
4,48,3,uniform_distribution_low,14,192,20341,21,85,20340,21,85
4,48,4,uniform_distribution_low,18,192,22825,22,88,22812,22,88
4,48,5,uniform_distribution_low,22,192,21208,22,90,21205,22,90
4,48,6,uniform_distribution_low,26,192,22400,23,92,22392,23,92
4,48,7,uniform_distribution_low,30,192,21812,23,93,21798,23,93
4,48,8,uniform_distribution_low,34,192,22345,23,93,22296,23,92
4,48,9,uniform_distribution_low,38,192,21570,23,92,21483,22,91
4,52,1,uniform_distribution_low,6,208,18218,16,66,18218,16,66
4,52,2,uniform_distribution_low,10,208,19790,19,79,19788,19,79
4,52,3,uniform_distribution_low,14,208,22261,21,85,22257,21,85
4,52,4,uniform_distribution_low,18,208,23281,22,88,23272,22,88
4,52,5,uniform_distribution_low,22,208,23114,22,90,23105,22,90
4,52,6,uniform_distribution_low,26,208,25693,22,91,25578,22,91
4,52,7,uniform_distribution_low,30,208,22907,23,92,22834,23,92
4,52,8,uniform_distribution_low,34,208,23758,23,93,23736,23,93
4,52,9,uniform_distribution_low,38,208,24433,23,94,24426,23,94
4,56,1,uniform_distribution_low,6,224,18899,16,66,18899,16,66
4,56,2,uniform_distribution_low,10,224,22140,19,79,22140,19,79
4,56,3,uniform_distribution_low,14,224,25347,21,85,25344,21,85
4,56,4,uniform_distribution_low,18,224,25684,22,88,25676,22,88
4,56,5,uniform_distribution_low,22,224,26633,22,90,26620,22,90
4,56,6,uniform_distribution_low,26,224,26334,23,92,26328,23,92
4,56,7,uniform_distribution_low,30,224,24365,23,93,24353,23,92
4,56,8,uniform_distribution_low,34,224,26375,23,93,26360,23,93
4,56,9,uniform_distribution_low,38,224,26401,23,92,26334,23,92
4,60,1,uniform_distribution_low,6,240,20150,16,66,20150,16,66
4,60,2,uniform_distribution_low,10,240,22474,19,79,22474,19,79
4,60,3,uniform_distribution_low,14,240,24996,21,85,24996,21,85
4,60,4,uniform_distribution_low,18,240,27456,22,88,27456,22,88
4,60,5,uniform_distribution_low,22,240,27062,22,90,27050,22,90
4,60,6,uniform_distribution_low,26,240,27049,23,92,27018,23,92
4,60,7,uniform_distribution_low,30,240,27826,23,92,27734,22,91
4,60,8,uniform_distribution_low,34,240,28664,23,93,28632,23,93
4,60,9,uniform_distribution_low,38,240,28109,23,94,28089,23,94
4,64,1,uniform_distribution_low,6,256,21487,16,66,21487,16,66
4,64,2,uniform_distribution_low,10,256,26112,19,79,26112,19,79
4,64,3,uniform_distribution_low,14,256,27051,21,85,27048,21,85
4,64,4,uniform_distribution_low,18,256,28322,22,88,28320,22,88
4,64,5,uniform_distribution_low,22,256,29065,22,90,29050,22,90
4,64,6,uniform_distribution_low,26,256,28863,23,92,28848,23,92
4,64,7,uniform_distribution_low,30,256,30269,23,93,30268,23,93
4,64,8,uniform_distribution_low,34,256,27951,23,93,27928,23,93
4,64,9,uniform_distribution_low,38,256,29576,23,93,29556,23,93
4,68,1,uniform_distribution_low,6,272,22522,16,66,22522,16,66
4,68,2,uniform_distribution_low,10,272,27782,19,79,27782,19,79
4,68,3,uniform_distribution_low,14,272,28794,21,85,28794,21,85
4,68,4,uniform_distribution_low,18,272,29649,22,88,29648,22,88
4,68,5,uniform_distribution_low,22,272,32141,22,90,32125,22,90
4,68,6,uniform_distribution_low,26,272,31027,23,92,31008,23,92
4,68,7,uniform_distribution_low,30,272,30233,23,92,30205,23,92
4,68,8,uniform_distribution_low,34,272,32094,23,93,32088,23,93
4,68,9,uniform_distribution_low,38,272,31209,23,93,31185,23,93
4,72,1,uniform_distribution_low,6,288,24253,16,66,24253,16,66
4,72,2,uniform_distribution_low,10,288,28294,19,79,28294,19,79
4,72,3,uniform_distribution_low,14,288,29601,21,85,29595,21,85
4,72,4,uniform_distribution_low,18,288,34336,22,88,34336,22,88
4,72,5,uniform_distribution_low,22,288,33558,22,90,33530,22,90
4,72,6,uniform_distribution_low,26,288,32113,22,91,32094,22,91
4,72,7,uniform_distribution_low,30,288,35475,23,93,35406,23,92
4,72,8,uniform_distribution_low,34,288,35353,23,93,35344,23,93
4,72,9,uniform_distribution_low,38,288,33537,23,94,33525,23,94
4,76,1,uniform_distribution_low,6,304,25882,16,66,25882,16,66
4,76,2,uniform_distribution_low,10,304,30712,19,79,30710,19,79
4,76,3,uniform_distribution_low,14,304,33630,21,85,33630,21,85
4,76,4,uniform_distribution_low,18,304,33736,22,88,33732,22,88
4,76,5,uniform_distribution_low,22,304,37128,22,90,37120,22,90
4,76,6,uniform_distribution_low,26,304,34780,22,91,34776,22,91
4,76,7,uniform_distribution_low,30,304,35295,23,92,35266,23,92
4,76,8,uniform_distribution_low,34,304,36463,23,93,36400,23,93
4,76,9,uniform_distribution_low,38,304,37996,23,93,37809,23,92
6,4,1,uniform_distribution_low,9,24,1137,10,63,1137,10,63
6,4,2,uniform_distribution_low,15,24,1513,11,67,1480,11,66
6,4,3,uniform_distribution_low,21,24,673,5,32,660,5,31
6,4,4,uniform_distribution_low,27,24,76,0,3,0,0,0
6,4,5,uniform_distribution_low,33,24,0,0,0,0,0,0
6,4,6,uniform_distribution_low,39,24,0,0,0,0,0,0
6,4,7,uniform_distribution_low,45,24,0,0,0,0,0,0
6,4,8,uniform_distribution_low,51,24,0,0,0,0,0,0
6,4,9,uniform_distribution_low,57,24,0,0,0,0,0,0
6,8,1,uniform_distribution_low,9,48,2687,10,65,2687,10,65
6,8,2,uniform_distribution_low,15,48,3048,12,77,3028,12,77
6,8,3,uniform_distribution_low,21,48,3425,13,82,3408,13,82
6,8,4,uniform_distribution_low,27,48,3622,13,80,3488,12,77
6,8,5,uniform_distribution_low,33,48,2630,11,68,2615,11,68
6,8,6,uniform_distribution_low,39,48,2279,10,60,2148,9,56
6,8,7,uniform_distribution_low,45,48,872,3,21,714,2,17
6,8,8,uniform_distribution_low,51,48,189,0,4,0,0,0
6,8,9,uniform_distribution_low,57,48,0,0,0,0,0,0
6,12,1,uniform_distribution_low,9,72,3792,11,66,3792,11,66
6,12,2,uniform_distribution_low,15,72,4883,13,78,4878,13,78
6,12,3,uniform_distribution_low,21,72,5009,13,82,4956,13,81
6,12,4,uniform_distribution_low,27,72,5213,14,84,5204,14,84
6,12,5,uniform_distribution_low,33,72,5453,14,85,5435,14,85
6,12,6,uniform_distribution_low,39,72,5190,14,88,5124,14,87
6,12,7,uniform_distribution_low,45,72,4817,13,83,4774,13,82
6,12,8,uniform_distribution_low,51,72,5088,13,81,4960,13,79
6,12,9,uniform_distribution_low,57,72,4489,11,70,4230,11,66
6,16,1,uniform_distribution_low,9,96,5292,11,66,5292,11,66
6,16,2,uniform_distribution_low,15,96,6108,13,79,6106,13,79
6,16,3,uniform_distribution_low,21,96,6723,13,83,6717,13,83
6,16,4,uniform_distribution_low,27,96,6587,14,85,6580,14,85
6,16,5,uniform_distribution_low,33,96,7034,13,82,6995,13,82
6,16,6,uniform_distribution_low,39,96,7681,14,89,7626,14,89
6,16,7,uniform_distribution_low,45,96,7144,15,91,7105,15,90
6,16,8,uniform_distribution_low,51,96,7076,14,89,7016,14,88
6,16,9,uniform_distribution_low,57,96,7901,13,83,7731,13,81
6,20,1,uniform_distribution_low,9,120,7035,11,66,7035,11,66
6,20,2,uniform_distribution_low,15,120,7292,13,79,7290,13,79
6,20,3,uniform_distribution_low,21,120,8505,14,84,8499,14,84
6,20,4,uniform_distribution_low,27,120,8271,14,88,8264,14,88
6,20,5,uniform_distribution_low,33,120,9222,14,89,9190,14,88
6,20,6,uniform_distribution_low,39,120,8634,14,86,8604,14,86
6,20,7,uniform_distribution_low,45,120,9308,14,87,9289,14,87
6,20,8,uniform_distribution_low,51,120,9304,15,91,9288,15,91
6,20,9,uniform_distribution_low,57,120,8544,15,91,8514,15,91
6,24,1,uniform_distribution_low,9,144,7464,11,66,7464,11,66
6,24,2,uniform_distribution_low,15,144,9378,13,79,9378,13,79
6,24,3,uniform_distribution_low,21,144,9978,14,85,9975,14,85
6,24,4,uniform_distribution_low,27,144,11388,14,88,11380,14,88
6,24,5,uniform_distribution_low,33,144,10146,14,89,10135,14,89
6,24,6,uniform_distribution_low,39,144,11163,15,90,11052,14,89
6,24,7,uniform_distribution_low,45,144,10345,14,87,10318,14,87
6,24,8,uniform_distribution_low,51,144,10478,15,91,10456,15,90
6,24,9,uniform_distribution_low,57,144,10764,14,89,10728,14,89
6,28,1,uniform_distribution_low,9,168,9587,11,66,9587,11,66
6,28,2,uniform_distribution_low,15,168,10744,13,79,10744,13,79
6,28,3,uniform_distribution_low,21,168,12781,14,85,12768,14,84
6,28,4,uniform_distribution_low,27,168,11577,14,88,11576,14,88
6,28,5,uniform_distribution_low,33,168,12501,14,88,12440,14,88
6,28,6,uniform_distribution_low,39,168,12807,15,90,12768,15,90
6,28,7,uniform_distribution_low,45,168,12930,15,90,12866,15,90
6,28,8,uniform_distribution_low,51,168,12403,15,90,12360,14,89
6,28,9,uniform_distribution_low,57,168,13109,14,86,12735,13,83
6,32,1,uniform_distribution_low,9,192,10353,11,66,10353,11,66
6,32,2,uniform_distribution_low,15,192,13363,13,79,13362,13,79
6,32,3,uniform_distribution_low,21,192,14097,14,84,14094,14,84
6,32,4,uniform_distribution_low,27,192,13642,14,87,13608,14,87
6,32,5,uniform_distribution_low,33,192,13740,15,90,13730,15,90
6,32,6,uniform_distribution_low,39,192,13880,14,89,13866,14,89
6,32,7,uniform_distribution_low,45,192,14247,15,91,14224,15,91
6,32,8,uniform_distribution_low,51,192,14934,15,91,14888,15,91
6,32,9,uniform_distribution_low,57,192,15390,15,92,15363,15,92
6,36,1,uniform_distribution_low,9,216,11614,11,66,11614,11,66
6,36,2,uniform_distribution_low,15,216,14819,13,79,14818,13,79
6,36,3,uniform_distribution_low,21,216,14931,14,85,14925,14,85
6,36,4,uniform_distribution_low,27,216,15749,14,88,15736,14,88
6,36,5,uniform_distribution_low,33,216,15972,15,90,15955,15,90
6,36,6,uniform_distribution_low,39,216,16085,15,91,16074,15,91
6,36,7,uniform_distribution_low,45,216,16316,15,91,16303,15,91
6,36,8,uniform_distribution_low,51,216,16148,15,93,16128,15,93
6,36,9,uniform_distribution_low,57,216,17573,15,93,17487,15,92
6,40,1,uniform_distribution_low,9,240,13629,11,66,13629,11,66
6,40,2,uniform_distribution_low,15,240,15659,13,79,15658,13,79
6,40,3,uniform_distribution_low,21,240,17026,14,85,17025,14,85
6,40,4,uniform_distribution_low,27,240,16539,14,88,16536,14,88
6,40,5,uniform_distribution_low,33,240,18437,15,90,18410,15,90
6,40,6,uniform_distribution_low,39,240,18645,15,92,18624,15,91
6,40,7,uniform_distribution_low,45,240,19199,15,92,19187,15,92
6,40,8,uniform_distribution_low,51,240,19217,15,92,19192,15,92
6,40,9,uniform_distribution_low,57,240,18984,15,94,18963,15,93
6,44,1,uniform_distribution_low,9,264,14533,11,66,14533,11,66
6,44,2,uniform_distribution_low,15,264,18110,13,79,18106,13,79
6,44,3,uniform_distribution_low,21,264,18983,14,85,18975,14,85
6,44,4,uniform_distribution_low,27,264,20008,14,88,20004,14,88
6,44,5,uniform_distribution_low,33,264,19846,15,90,19845,15,90
6,44,6,uniform_distribution_low,39,264,19608,15,91,19602,15,91
6,44,7,uniform_distribution_low,45,264,20891,15,92,20867,15,92
6,44,8,uniform_distribution_low,51,264,20393,15,92,20368,15,92
6,44,9,uniform_distribution_low,57,264,20575,15,94,20556,15,93
6,48,1,uniform_distribution_low,9,288,16330,11,66,16330,11,66
6,48,2,uniform_distribution_low,15,288,20059,13,79,20058,13,79
6,48,3,uniform_distribution_low,21,288,19962,14,85,19959,14,85
6,48,4,uniform_distribution_low,27,288,21298,14,88,21296,14,88
6,48,5,uniform_distribution_low,33,288,20465,15,90,20460,15,90
6,48,6,uniform_distribution_low,39,288,22101,15,91,22086,15,91
6,48,7,uniform_distribution_low,45,288,21977,15,92,21959,15,92
6,48,8,uniform_distribution_low,51,288,23833,15,93,23824,15,93
6,48,9,uniform_distribution_low,57,288,21562,15,92,21519,15,92
6,52,1,uniform_distribution_low,9,312,17204,11,66,17204,11,66
6,52,2,uniform_distribution_low,15,312,20755,13,79,20754,13,79
6,52,3,uniform_distribution_low,21,312,22182,14,85,22182,14,85
6,52,4,uniform_distribution_low,27,312,23252,14,88,23252,14,88
6,52,5,uniform_distribution_low,33,312,23073,15,90,23070,15,90
6,52,6,uniform_distribution_low,39,312,24973,15,91,24948,15,91
6,52,7,uniform_distribution_low,45,312,22629,15,92,22603,15,91
6,52,8,uniform_distribution_low,51,312,25088,15,93,25080,15,93
6,52,9,uniform_distribution_low,57,312,24643,15,93,24615,15,93
6,56,1,uniform_distribution_low,9,336,20065,11,66,20065,11,66
6,56,2,uniform_distribution_low,15,336,22520,13,79,22520,13,79
6,56,3,uniform_distribution_low,21,336,22968,14,85,22968,14,85
6,56,4,uniform_distribution_low,27,336,25602,14,88,25596,14,88
6,56,5,uniform_distribution_low,33,336,25513,15,90,25510,15,90
6,56,6,uniform_distribution_low,39,336,26456,15,91,26448,15,91
6,56,7,uniform_distribution_low,45,336,25432,15,92,25389,15,92
6,56,8,uniform_distribution_low,51,336,26267,15,93,26256,15,93
6,56,9,uniform_distribution_low,57,336,26680,15,93,26667,15,93
6,60,1,uniform_distribution_low,9,360,20680,11,66,20680,11,66
6,60,2,uniform_distribution_low,15,360,24838,13,79,24834,13,79
6,60,3,uniform_distribution_low,21,360,26259,14,85,26256,14,85
6,60,4,uniform_distribution_low,27,360,27369,14,88,27368,14,88
6,60,5,uniform_distribution_low,33,360,26879,15,90,26870,15,90
6,60,6,uniform_distribution_low,39,360,27958,15,92,27948,15,92
6,60,7,uniform_distribution_low,45,360,28748,15,92,28693,15,92
6,60,8,uniform_distribution_low,51,360,28469,15,93,28440,15,93
6,60,9,uniform_distribution_low,57,360,26349,15,94,26325,15,94
6,64,1,uniform_distribution_low,9,384,21365,11,66,21365,11,66
6,64,2,uniform_distribution_low,15,384,24916,13,79,24916,13,79
6,64,3,uniform_distribution_low,21,384,27491,14,85,27489,14,85
6,64,4,uniform_distribution_low,27,384,28169,14,88,28160,14,88
6,64,5,uniform_distribution_low,33,384,27715,15,90,27710,15,90
6,64,6,uniform_distribution_low,39,384,29068,15,92,29058,15,92
6,64,7,uniform_distribution_low,45,384,29730,15,93,29708,15,93
6,64,8,uniform_distribution_low,51,384,28824,15,93,28800,15,93
6,64,9,uniform_distribution_low,57,384,29771,15,93,29745,15,93
6,68,1,uniform_distribution_low,9,408,22228,11,66,22228,11,66
6,68,2,uniform_distribution_low,15,408,25594,13,79,25594,13,79
6,68,3,uniform_distribution_low,21,408,27795,14,85,27792,14,85
6,68,4,uniform_distribution_low,27,408,28926,14,88,28924,14,88
6,68,5,uniform_distribution_low,33,408,30638,15,90,30635,15,90
6,68,6,uniform_distribution_low,39,408,31737,15,92,31734,15,92
6,68,7,uniform_distribution_low,45,408,31701,15,92,31640,15,92
6,68,8,uniform_distribution_low,51,408,32752,15,93,32664,15,93
6,68,9,uniform_distribution_low,57,408,32529,15,93,32499,15,93
6,72,1,uniform_distribution_low,9,432,24319,11,66,24319,11,66
6,72,2,uniform_distribution_low,15,432,29158,13,79,29158,13,79
6,72,3,uniform_distribution_low,21,432,30950,14,85,30948,14,85
6,72,4,uniform_distribution_low,27,432,32321,14,88,32308,14,88
6,72,5,uniform_distribution_low,33,432,32074,15,90,32070,15,90
6,72,6,uniform_distribution_low,39,432,31623,15,92,31608,15,91
6,72,7,uniform_distribution_low,45,432,33755,15,93,33747,15,93
6,72,8,uniform_distribution_low,51,432,35896,15,93,35856,15,93
6,72,9,uniform_distribution_low,57,432,33595,15,94,33570,15,94
6,76,1,uniform_distribution_low,9,456,25053,11,66,25053,11,66
6,76,2,uniform_distribution_low,15,456,31498,13,79,31498,13,79
6,76,3,uniform_distribution_low,21,456,31241,14,85,31239,14,85
6,76,4,uniform_distribution_low,27,456,34625,14,88,34616,14,88
6,76,5,uniform_distribution_low,33,456,33790,15,90,33785,15,90
6,76,6,uniform_distribution_low,39,456,34398,15,92,34392,15,92
6,76,7,uniform_distribution_low,45,456,34906,15,93,34895,15,93
6,76,8,uniform_distribution_low,51,456,37949,15,93,37928,15,93
6,76,9,uniform_distribution_low,57,456,35701,15,93,35685,15,93
8,4,1,uniform_distribution_low,12,32,1070,7,62,1070,7,62
8,4,2,uniform_distribution_low,20,32,1267,8,68,1260,8,67
8,4,3,uniform_distribution_low,28,32,811,4,38,744,4,35
8,4,4,uniform_distribution_low,36,32,0,0,0,0,0,0
8,4,5,uniform_distribution_low,44,32,0,0,0,0,0,0
8,4,6,uniform_distribution_low,52,32,0,0,0,0,0,0
8,4,7,uniform_distribution_low,60,32,0,0,0,0,0,0
8,4,8,uniform_distribution_low,68,32,0,0,0,0,0,0
8,4,9,uniform_distribution_low,76,32,0,0,0,0,0,0
8,8,1,uniform_distribution_low,12,64,2897,8,65,2897,8,65
8,8,2,uniform_distribution_low,20,64,3021,9,76,3018,9,76
8,8,3,uniform_distribution_low,28,64,3151,10,82,3135,10,82
8,8,4,uniform_distribution_low,36,64,2958,9,79,2944,9,78
8,8,5,uniform_distribution_low,44,64,3120,9,77,3110,9,77
8,8,6,uniform_distribution_low,52,64,1647,5,41,1608,5,40
8,8,7,uniform_distribution_low,60,64,921,2,23,728,2,18
8,8,8,uniform_distribution_low,68,64,146,0,3,0,0,0
8,8,9,uniform_distribution_low,76,64,0,0,0,0,0,0
8,12,1,uniform_distribution_low,12,96,3793,8,66,3793,8,66
8,12,2,uniform_distribution_low,20,96,3887,9,79,3886,9,79
8,12,3,uniform_distribution_low,28,96,4739,10,83,4734,10,83
8,12,4,uniform_distribution_low,36,96,5092,10,85,5072,10,85
8,12,5,uniform_distribution_low,44,96,5206,10,86,5175,10,86
8,12,6,uniform_distribution_low,52,96,5465,10,87,5436,10,87
8,12,7,uniform_distribution_low,60,96,4472,10,80,4445,10,80
8,12,8,uniform_distribution_low,68,96,4250,9,74,4216,9,73
8,12,9,uniform_distribution_low,76,96,3807,7,61,3726,7,59
8,16,1,uniform_distribution_low,12,128,4911,8,66,4911,8,66
8,16,2,uniform_distribution_low,20,128,6052,9,79,6046,9,79
8,16,3,uniform_distribution_low,28,128,6778,10,84,6774,10,84
8,16,4,uniform_distribution_low,36,128,6958,10,87,6940,10,86
8,16,5,uniform_distribution_low,44,128,6307,10,85,6300,10,85
8,16,6,uniform_distribution_low,52,128,7218,11,89,7200,11,88
8,16,7,uniform_distribution_low,60,128,7721,11,89,7707,11,89
8,16,8,uniform_distribution_low,68,128,7571,10,86,7464,10,85
8,16,9,uniform_distribution_low,76,128,6574,10,87,6543,10,86
8,20,1,uniform_distribution_low,12,160,6512,8,66,6512,8,66
8,20,2,uniform_distribution_low,20,160,8000,9,79,7996,9,79
8,20,3,uniform_distribution_low,28,160,9037,10,84,9033,10,84
8,20,4,uniform_distribution_low,36,160,8925,10,87,8924,10,87
8,20,5,uniform_distribution_low,44,160,8853,11,89,8840,11,89
8,20,6,uniform_distribution_low,52,160,8965,10,85,8904,10,84
8,20,7,uniform_distribution_low,60,160,8759,10,87,8687,10,87
8,20,8,uniform_distribution_low,68,160,9125,11,91,9112,11,91
8,20,9,uniform_distribution_low,76,160,9678,11,92,9657,11,92
8,24,1,uniform_distribution_low,12,192,7497,8,66,7497,8,66
8,24,2,uniform_distribution_low,20,192,9583,9,79,9582,9,79
8,24,3,uniform_distribution_low,28,192,10876,10,85,10869,10,85
8,24,4,uniform_distribution_low,36,192,10315,10,87,10312,10,87
8,24,5,uniform_distribution_low,44,192,10585,11,89,10580,11,89
8,24,6,uniform_distribution_low,52,192,12075,11,90,12060,11,90
8,24,7,uniform_distribution_low,60,192,10454,11,89,10395,11,89
8,24,8,uniform_distribution_low,68,192,10698,10,87,10688,10,87
8,24,9,uniform_distribution_low,76,192,10381,11,91,10359,11,91
8,28,1,uniform_distribution_low,12,224,9216,8,66,9216,8,66
8,28,2,uniform_distribution_low,20,224,10951,9,79,10950,9,79
8,28,3,uniform_distribution_low,28,224,12002,10,84,11991,10,84
8,28,4,uniform_distribution_low,36,224,11808,11,88,11804,11,88
8,28,5,uniform_distribution_low,44,224,12433,11,90,12425,11,90
8,28,6,uniform_distribution_low,52,224,12770,11,91,12756,11,91
8,28,7,uniform_distribution_low,60,224,11970,11,92,11949,11,91
8,28,8,uniform_distribution_low,68,224,12706,11,90,12696,11,90
8,28,9,uniform_distribution_low,76,224,12903,11,88,12852,11,88
8,32,1,uniform_distribution_low,12,256,10545,8,66,10545,8,66
