num_of_agents,num_of_items_per_agent,L,random_valuation,D,num_of_items,greedy_approximation,greedy_approximation_to_total,greedy_approximation_to_MMS,weak_greedy_approximation,weak_greedy_approximation_to_total,weak_greedy_approximation_to_MMS
10,64,6,geometric_distribution,65,640,61652,9,91,61650,9,91
10,64,7,geometric_distribution,75,640,61027,9,93,61019,9,93
10,64,8,geometric_distribution,85,640,60389,9,93,60384,9,93
10,64,9,geometric_distribution,95,640,61426,9,94,61371,9,94
10,68,1,geometric_distribution,15,680,46547,6,66,46547,6,66
10,68,2,geometric_distribution,25,680,53077,7,79,53076,7,79
10,68,3,geometric_distribution,35,680,60954,8,85,60954,8,85
10,68,4,geometric_distribution,45,680,56936,8,88,56936,8,88
10,68,5,geometric_distribution,55,680,62000,9,90,62000,9,90
10,68,6,geometric_distribution,65,680,64222,9,92,64218,9,92
10,68,7,geometric_distribution,75,680,63784,9,93,63777,9,93
10,68,8,geometric_distribution,85,680,65609,9,93,65592,9,93
10,68,9,geometric_distribution,95,680,61568,9,94,61560,9,94
10,72,1,geometric_distribution,15,720,47898,6,66,47898,6,66
10,72,2,geometric_distribution,25,720,55291,7,79,55290,7,79
10,72,3,geometric_distribution,35,720,58032,8,85,58032,8,85
10,72,4,geometric_distribution,45,720,64580,8,88,64576,8,88
10,72,5,geometric_distribution,55,720,65142,9,90,65140,9,90
10,72,6,geometric_distribution,65,720,67280,9,92,67278,9,92
10,72,7,geometric_distribution,75,720,69930,9,93,69916,9,93
10,72,8,geometric_distribution,85,720,68089,9,93,68080,9,93
10,72,9,geometric_distribution,95,720,70110,9,94,70101,9,94
10,76,1,geometric_distribution,15,760,52078,6,66,52078,6,66
10,76,2,geometric_distribution,25,760,58724,7,79,58722,7,79
10,76,3,geometric_distribution,35,760,63253,8,85,63252,8,85
10,76,4,geometric_distribution,45,760,65980,8,88,65980,8,88
10,76,5,geometric_distribution,55,760,69311,9,90,69310,9,90
10,76,6,geometric_distribution,65,760,69239,9,92,69210,9,92
10,76,7,geometric_distribution,75,760,73897,9,93,73892,9,93
10,76,8,geometric_distribution,85,760,72120,9,93,72112,9,93
10,76,9,geometric_distribution,95,760,72326,9,94,72315,9,94
12,4,1,geometric_distribution,18,48,2744,5,62,2744,5,62
12,4,2,geometric_distribution,30,48,1968,4,49,1966,4,49
12,4,3,geometric_distribution,42,48,687,1,18,666,1,17
12,4,4,geometric_distribution,54,48,0,0,0,0,0,0
12,4,5,geometric_distribution,66,48,0,0,0,0,0,0
12,4,6,geometric_distribution,78,48,0,0,0,0,0,0
12,4,7,geometric_distribution,90,48,0,0,0,0,0,0
12,4,8,geometric_distribution,102,48,0,0,0,0,0,0
12,4,9,geometric_distribution,114,48,0,0,0,0,0,0
12,8,1,geometric_distribution,18,96,5535,5,66,5535,5,66
12,8,2,geometric_distribution,30,96,5208,6,74,5206,6,74
12,8,3,geometric_distribution,42,96,6563,6,77,6549,6,76
12,8,4,geometric_distribution,54,96,4904,5,69,4900,5,69
12,8,5,geometric_distribution,66,96,3799,4,48,3795,4,48
12,8,6,geometric_distribution,78,96,2786,3,36,2766,2,35
12,8,7,geometric_distribution,90,96,1275,1,15,1106,1,13
12,8,8,geometric_distribution,102,96,53,0,0,0,0,0
12,8,9,geometric_distribution,114,96,0,0,0,0,0,0
12,12,1,geometric_distribution,18,144,9404,5,66,9404,5,66
12,12,2,geometric_distribution,30,144,8551,6,79,8546,6,79
12,12,3,geometric_distribution,42,144,10528,6,83,10524,6,83
12,12,4,geometric_distribution,54,144,8392,6,81,8388,6,81
12,12,5,geometric_distribution,66,144,8069,6,79,8060,6,79
12,12,6,geometric_distribution,78,144,7752,5,66,7668,5,65
12,12,7,geometric_distribution,90,144,6824,4,56,6776,4,55
12,12,8,geometric_distribution,102,144,5409,3,45,5376,3,45
12,12,9,geometric_distribution,114,144,4101,3,36,3996,2,35
12,16,1,geometric_distribution,18,192,10979,5,66,10979,5,66
12,16,2,geometric_distribution,30,192,12228,6,79,12224,6,79
12,16,3,geometric_distribution,42,192,12999,7,84,12996,7,84
12,16,4,geometric_distribution,54,192,15300,7,87,15288,7,87
12,16,5,geometric_distribution,66,192,14222,7,84,14215,7,84
12,16,6,geometric_distribution,78,192,13616,6,79,13584,6,79
12,16,7,geometric_distribution,90,192,10764,5,71,10759,5,71
12,16,8,geometric_distribution,102,192,10767,5,66,10744,5,66
12,16,9,geometric_distribution,114,192,10605,4,59,10548,4,59
12,20,1,geometric_distribution,18,240,14104,5,66,14104,5,66
12,20,2,geometric_distribution,30,240,17461,6,79,17460,6,79
12,20,3,geometric_distribution,42,240,16269,7,85,16269,7,85
12,20,4,geometric_distribution,54,240,16696,7,87,16692,7,87
12,20,5,geometric_distribution,66,240,17703,7,86,17695,7,86
12,20,6,geometric_distribution,78,240,18243,7,88,18216,7,88
12,20,7,geometric_distribution,90,240,14359,6,83,14350,6,83
12,20,8,geometric_distribution,102,240,15764,6,77,15744,6,77
12,20,9,geometric_distribution,114,240,14889,6,75,14814,6,75
12,24,1,geometric_distribution,18,288,17543,5,66,17543,5,66
12,24,2,geometric_distribution,30,288,19698,6,79,19698,6,79
12,24,3,geometric_distribution,42,288,22150,7,85,22149,7,85
12,24,4,geometric_distribution,54,288,19934,7,87,19928,7,87
12,24,5,geometric_distribution,66,288,22343,7,88,22335,7,88
12,24,6,geometric_distribution,78,288,21990,7,91,21972,7,90
12,24,7,geometric_distribution,90,288,19241,7,87,19236,7,87
12,24,8,geometric_distribution,102,288,19889,6,83,19856,6,83
12,24,9,geometric_distribution,114,288,17399,7,84,17361,7,84
12,28,1,geometric_distribution,18,336,20345,5,66,20345,5,66
12,28,2,geometric_distribution,30,336,22462,6,79,22462,6,79
12,28,3,geometric_distribution,42,336,24962,7,85,24960,7,85
12,28,4,geometric_distribution,54,336,25426,7,88,25424,7,88
12,28,5,geometric_distribution,66,336,28014,7,89,28010,7,89
12,28,6,geometric_distribution,78,336,24904,7,91,24894,7,91
12,28,7,geometric_distribution,90,336,25469,7,89,25452,7,89
12,28,8,geometric_distribution,102,336,26921,7,88,26904,7,88
12,28,9,geometric_distribution,114,336,24197,7,87,24183,7,87
12,32,1,geometric_distribution,18,384,20652,5,66,20652,5,66
12,32,2,geometric_distribution,30,384,27013,6,79,27012,6,79
12,32,3,geometric_distribution,42,384,28209,7,85,28209,7,85
12,32,4,geometric_distribution,54,384,30237,7,88,30236,7,88
12,32,5,geometric_distribution,66,384,28123,7,89,28120,7,89
12,32,6,geometric_distribution,78,384,28787,7,91,28782,7,91
12,32,7,geometric_distribution,90,384,28932,7,91,28924,7,91
12,32,8,geometric_distribution,102,384,29381,7,90,29368,7,90
12,32,9,geometric_distribution,114,384,26218,7,88,26190,7,88
12,36,1,geometric_distribution,18,432,24388,5,66,24388,5,66
12,36,2,geometric_distribution,30,432,27507,6,79,27506,6,79
12,36,3,geometric_distribution,42,432,31616,7,85,31614,7,85
12,36,4,geometric_distribution,54,432,32015,7,88,32012,7,88
12,36,5,geometric_distribution,66,432,31833,7,90,31830,7,90
12,36,6,geometric_distribution,78,432,33519,7,91,33498,7,91
12,36,7,geometric_distribution,90,432,33386,7,92,33376,7,92
12,36,8,geometric_distribution,102,432,35510,7,92,35480,7,92
12,36,9,geometric_distribution,114,432,31333,7,90,31311,7,90
12,40,1,geometric_distribution,18,480,28236,5,66,28236,5,66
12,40,2,geometric_distribution,30,480,34087,6,79,34086,6,79
12,40,3,geometric_distribution,42,480,33098,7,85,33096,7,85
12,40,4,geometric_distribution,54,480,37272,7,88,37272,7,88
12,40,5,geometric_distribution,66,480,36213,7,90,36210,7,90
12,40,6,geometric_distribution,78,480,33273,7,91,33264,7,91
12,40,7,geometric_distribution,90,480,38586,7,92,38577,7,92
12,40,8,geometric_distribution,102,480,36788,7,92,36784,7,92
12,40,9,geometric_distribution,114,480,37504,7,92,37503,7,92
12,44,1,geometric_distribution,18,528,29574,5,66,29574,5,66
12,44,2,geometric_distribution,30,528,33342,6,79,33342,6,79
12,44,3,geometric_distribution,42,528,40310,7,85,40308,7,85
12,44,4,geometric_distribution,54,528,37798,7,88,37796,7,88
12,44,5,geometric_distribution,66,528,41881,7,90,41880,7,90
12,44,6,geometric_distribution,78,528,39750,7,91,39744,7,91
12,44,7,geometric_distribution,90,528,39878,7,92,39872,7,92
12,44,8,geometric_distribution,102,528,41284,7,92,41272,7,92
12,44,9,geometric_distribution,114,528,40577,7,92,40563,7,92
12,48,1,geometric_distribution,18,576,29391,5,66,29391,5,66
12,48,2,geometric_distribution,30,576,38102,6,79,38100,6,79
12,48,3,geometric_distribution,42,576,42008,7,85,42006,7,85
12,48,4,geometric_distribution,54,576,43428,7,88,43428,7,88
12,48,5,geometric_distribution,66,576,40575,7,90,40570,7,90
12,48,6,geometric_distribution,78,576,45691,7,91,45684,7,91
12,48,7,geometric_distribution,90,576,44764,7,92,44758,7,92
12,48,8,geometric_distribution,102,576,43887,7,93,43880,7,93
12,48,9,geometric_distribution,114,576,42548,7,93,42534,7,92
12,52,1,geometric_distribution,18,624,33420,5,66,33420,5,66
12,52,2,geometric_distribution,30,624,41050,6,79,41050,6,79
12,52,3,geometric_distribution,42,624,44666,7,85,44661,7,85
12,52,4,geometric_distribution,54,624,45756,7,88,45756,7,88
12,52,5,geometric_distribution,66,624,47753,7,90,47750,7,90
12,52,6,geometric_distribution,78,624,48172,7,92,48162,7,92
12,52,7,geometric_distribution,90,624,49175,7,93,49175,7,93
12,52,8,geometric_distribution,102,624,49598,7,93,49592,7,93
12,52,9,geometric_distribution,114,624,51219,7,93,51183,7,93
12,56,1,geometric_distribution,18,672,36333,5,66,36333,5,66
12,56,2,geometric_distribution,30,672,44280,6,79,44280,6,79
12,56,3,geometric_distribution,42,672,46905,7,85,46905,7,85
12,56,4,geometric_distribution,54,672,54435,7,88,54432,7,88
12,56,5,geometric_distribution,66,672,53716,7,90,53705,7,90
12,56,6,geometric_distribution,78,672,51996,7,92,51996,7,92
12,56,7,geometric_distribution,90,672,52888,7,93,52885,7,93
12,56,8,geometric_distribution,102,672,52581,7,93,52568,7,93
12,56,9,geometric_distribution,114,672,49713,7,93,49698,7,93
12,60,1,geometric_distribution,18,720,42274,5,66,42274,5,66
12,60,2,geometric_distribution,30,720,47352,6,79,47352,6,79
12,60,3,geometric_distribution,42,720,48836,7,85,48834,7,85
12,60,4,geometric_distribution,54,720,55748,7,88,55744,7,88
12,60,5,geometric_distribution,66,720,52158,7,90,52155,7,90
12,60,6,geometric_distribution,78,720,55063,7,92,55044,7,92
12,60,7,geometric_distribution,90,720,57913,7,93,57904,7,93
12,60,8,geometric_distribution,102,720,56521,7,93,56512,7,93
12,60,9,geometric_distribution,114,720,58549,7,94,58536,7,94
12,64,1,geometric_distribution,18,768,46573,5,66,46573,5,66
12,64,2,geometric_distribution,30,768,50022,6,79,50022,6,79
12,64,3,geometric_distribution,42,768,55233,7,85,55233,7,85
12,64,4,geometric_distribution,54,768,53968,7,88,53968,7,88
12,64,5,geometric_distribution,66,768,63196,7,90,63190,7,90
12,64,6,geometric_distribution,78,768,57885,7,92,57882,7,92
12,64,7,geometric_distribution,90,768,60970,7,93,60963,7,93
12,64,8,geometric_distribution,102,768,60581,7,93,60568,7,93
12,64,9,geometric_distribution,114,768,59437,7,94,59400,7,94
12,68,1,geometric_distribution,18,816,45347,5,66,45347,5,66
12,68,2,geometric_distribution,30,816,53381,6,79,53380,6,79
12,68,3,geometric_distribution,42,816,57735,7,85,57735,7,85
12,68,4,geometric_distribution,54,816,62600,7,88,62600,7,88
12,68,5,geometric_distribution,66,816,63695,7,90,63690,7,90
12,68,6,geometric_distribution,78,816,65239,7,92,65238,7,92
12,68,7,geometric_distribution,90,816,58499,7,93,58492,7,93
12,68,8,geometric_distribution,102,816,63891,7,93,63888,7,93
12,68,9,geometric_distribution,114,816,64474,7,94,64449,7,94
12,72,1,geometric_distribution,18,864,48486,5,66,48486,5,66
12,72,2,geometric_distribution,30,864,58978,6,79,58978,6,79
12,72,3,geometric_distribution,42,864,59925,7,85,59925,7,85
12,72,4,geometric_distribution,54,864,60766,7,88,60764,7,88
12,72,5,geometric_distribution,66,864,61671,7,90,61670,7,90
12,72,6,geometric_distribution,78,864,64602,7,92,64602,7,92
12,72,7,geometric_distribution,90,864,65163,7,93,65163,7,93
12,72,8,geometric_distribution,102,864,69596,7,93,69584,7,93
12,72,9,geometric_distribution,114,864,64281,7,94,64269,7,94
12,76,1,geometric_distribution,18,912,49693,5,66,49693,5,66
12,76,2,geometric_distribution,30,912,61008,6,79,61008,6,79
12,76,3,geometric_distribution,42,912,66445,7,85,66444,7,85
12,76,4,geometric_distribution,54,912,68292,7,88,68288,7,88
12,76,5,geometric_distribution,66,912,67397,7,90,67395,7,90
12,76,6,geometric_distribution,78,912,72494,7,92,72492,7,92
12,76,7,geometric_distribution,90,912,69865,7,93,69860,7,93
12,76,8,geometric_distribution,102,912,73872,7,93,73872,7,93
12,76,9,geometric_distribution,114,912,72526,7,94,72522,7,94
14,4,1,geometric_distribution,21,56,2479,4,57,2479,4,57
14,4,2,geometric_distribution,35,56,2009,2,41,2008,2,41
14,4,3,geometric_distribution,49,56,950,1,25,927,1,25
14,4,4,geometric_distribution,63,56,0,0,0,0,0,0
14,4,5,geometric_distribution,77,56,0,0,0,0,0,0
14,4,6,geometric_distribution,91,56,0,0,0,0,0,0
14,4,7,geometric_distribution,105,56,0,0,0,0,0,0
14,4,8,geometric_distribution,119,56,0,0,0,0,0,0
14,4,9,geometric_distribution,133,56,0,0,0,0,0,0
14,8,1,geometric_distribution,21,112,5565,4,65,5565,4,65
14,8,2,geometric_distribution,35,112,5539,5,75,5536,5,75
14,8,3,geometric_distribution,49,112,5278,5,71,5274,5,71
14,8,4,geometric_distribution,63,112,4950,4,58,4924,4,58
14,8,5,geometric_distribution,77,112,3556,3,46,3540,3,46
14,8,6,geometric_distribution,91,112,3302,2,37,3264,2,37
14,8,7,geometric_distribution,105,112,1069,0,12,973,0,11
14,8,8,geometric_distribution,119,112,12,0,0,0,0,0
14,8,9,geometric_distribution,133,112,0,0,0,0,0,0
14,12,1,geometric_distribution,21,168,8772,4,66,8772,4,66
14,12,2,geometric_distribution,35,168,10150,5,78,10150,5,78
14,12,3,geometric_distribution,49,168,8602,5,81,8601,5,81
14,12,4,geometric_distribution,63,168,8704,5,76,8700,5,76
14,12,5,geometric_distribution,77,168,7493,5,76,7485,5,76
14,12,6,geometric_distribution,91,168,7637,4,60,7602,4,60
14,12,7,geometric_distribution,105,168,7976,3,55,7945,3,55
14,12,8,geometric_distribution,119,168,5841,3,46,5792,3,46
14,12,9,geometric_distribution,133,168,4159,2,38,4113,2,37
14,16,1,geometric_distribution,21,224,10251,4,66,10251,4,66
14,16,2,geometric_distribution,35,224,13049,5,79,13046,5,79
14,16,3,geometric_distribution,49,224,13362,6,84,13359,6,84
14,16,4,geometric_distribution,63,224,13432,5,83,13428,5,83
14,16,5,geometric_distribution,77,224,13798,5,83,13785,5,83
14,16,6,geometric_distribution,91,224,13112,5,82,13092,5,82
14,16,7,geometric_distribution,105,224,12620,5,76,12600,5,75
14,16,8,geometric_distribution,119,224,10019,4,65,10008,4,65
14,16,9,geometric_distribution,133,224,10959,4,66,10926,4,66
14,20,1,geometric_distribution,21,280,12944,4,66,12944,4,66
14,20,2,geometric_distribution,35,280,15648,5,79,15648,5,79
14,20,3,geometric_distribution,49,280,16847,6,85,16845,6,85
14,20,4,geometric_distribution,63,280,14982,6,88,14976,6,87
14,20,5,geometric_distribution,77,280,18331,6,88,18325,6,88
14,20,6,geometric_distribution,91,280,16338,6,86,16326,6,86
14,20,7,geometric_distribution,105,280,16881,6,85,16870,6,85
14,20,8,geometric_distribution,119,280,15873,5,81,15864,5,81
14,20,9,geometric_distribution,133,280,16346,5,77,16245,5,76
14,24,1,geometric_distribution,21,336,15656,4,66,15656,4,66
14,24,2,geometric_distribution,35,336,19854,5,79,19852,5,79
14,24,3,geometric_distribution,49,336,18892,6,85,18891,6,85
14,24,4,geometric_distribution,63,336,20545,6,87,20540,6,87
14,24,5,geometric_distribution,77,336,22974,6,89,22965,6,89
14,24,6,geometric_distribution,91,336,20956,6,86,20952,6,86
14,24,7,geometric_distribution,105,336,21937,6,89,21931,6,89
14,24,8,geometric_distribution,119,336,23108,6,85,23080,6,85
14,24,9,geometric_distribution,133,336,17790,5,79,17748,5,79
14,28,1,geometric_distribution,21,392,18774,4,66,18774,4,66
14,28,2,geometric_distribution,35,392,23056,5,79,23056,5,79
14,28,3,geometric_distribution,49,392,23116,6,85,23112,6,85
14,28,4,geometric_distribution,63,392,23899,6,88,23896,6,88
14,28,5,geometric_distribution,77,392,25681,6,88,25650,6,88
14,28,6,geometric_distribution,91,392,27882,6,90,27876,6,90
14,28,7,geometric_distribution,105,392,24247,6,90,24227,6,90
14,28,8,geometric_distribution,119,392,25022,6,89,25000,6,89
14,28,9,geometric_distribution,133,392,24983,6,84,24966,6,84
14,32,1,geometric_distribution,21,448,19988,4,66,19988,4,66
14,32,2,geometric_distribution,35,448,25297,5,79,25294,5,79
14,32,3,geometric_distribution,49,448,28370,6,85,28368,6,85
14,32,4,geometric_distribution,63,448,30501,6,88,30496,6,88
14,32,5,geometric_distribution,77,448,29447,6,89,29440,6,89
14,32,6,geometric_distribution,91,448,27780,6,91,27768,6,91
14,32,7,geometric_distribution,105,448,29804,6,90,29792,6,90
14,32,8,geometric_distribution,119,448,31121,6,91,31112,6,91
14,32,9,geometric_distribution,133,448,27996,6,86,27972,6,86
14,36,1,geometric_distribution,21,504,24088,4,66,24088,4,66
14,36,2,geometric_distribution,35,504,29070,5,79,29070,5,79
14,36,3,geometric_distribution,49,504,32494,6,85,32493,6,85
14,36,4,geometric_distribution,63,504,32515,6,88,32512,6,88
14,36,5,geometric_distribution,77,504,31130,6,90,31120,6,90
14,36,6,geometric_distribution,91,504,29600,6,91,29598,6,91
14,36,7,geometric_distribution,105,504,32961,6,91,32949,6,91
14,36,8,geometric_distribution,119,504,33949,6,91,33936,6,91
14,36,9,geometric_distribution,133,504,34983,6,91,34974,6,91
14,40,1,geometric_distribution,21,560,25937,4,66,25937,4,66
14,40,2,geometric_distribution,35,560,33642,5,79,33642,5,79
14,40,3,geometric_distribution,49,560,34236,6,85,34236,6,85
14,40,4,geometric_distribution,63,560,35872,6,88,35872,6,88
14,40,5,geometric_distribution,77,560,34712,6,90,34705,6,90
14,40,6,geometric_distribution,91,560,36030,6,91,36030,6,91
14,40,7,geometric_distribution,105,560,33351,6,91,33348,6,91
14,40,8,geometric_distribution,119,560,37553,6,93,37552,6,93
14,40,9,geometric_distribution,133,560,38479,6,92,38475,6,92
14,44,1,geometric_distribution,21,616,28321,4,66,28321,4,66
14,44,2,geometric_distribution,35,616,35393,5,79,35392,5,79
14,44,3,geometric_distribution,49,616,35836,6,85,35835,6,85
14,44,4,geometric_distribution,63,616,42381,6,88,42376,6,88
14,44,5,geometric_distribution,77,616,39132,6,90,39130,6,90
14,44,6,geometric_distribution,91,616,38875,6,91,38874,6,91
14,44,7,geometric_distribution,105,616,41874,6,92,41867,6,92
14,44,8,geometric_distribution,119,616,40535,6,93,40528,6,93
14,44,9,geometric_distribution,133,616,41712,6,93,41697,6,93
14,48,1,geometric_distribution,21,672,31292,4,66,31292,4,66
14,48,2,geometric_distribution,35,672,37489,5,79,37488,5,79
14,48,3,geometric_distribution,49,672,39812,6,85,39810,6,85
14,48,4,geometric_distribution,63,672,45465,6,88,45464,6,88
14,48,5,geometric_distribution,77,672,45424,6,90,45420,6,90
14,48,6,geometric_distribution,91,672,44745,6,91,44742,6,91
14,48,7,geometric_distribution,105,672,44796,6,92,44786,6,92
14,48,8,geometric_distribution,119,672,42864,6,92,42856,6,92
14,48,9,geometric_distribution,133,672,46125,6,94,46125,6,94
14,52,1,geometric_distribution,21,728,33475,4,66,33475,4,66
14,52,2,geometric_distribution,35,728,40868,5,79,40868,5,79
14,52,3,geometric_distribution,49,728,42467,6,85,42465,6,85
14,52,4,geometric_distribution,63,728,44964,6,88,44964,6,88
14,52,5,geometric_distribution,77,728,46301,6,90,46295,6,90
14,52,6,geometric_distribution,91,728,49624,6,92,49620,6,92
14,52,7,geometric_distribution,105,728,46378,6,93,46375,6,93
14,52,8,geometric_distribution,119,728,50183,6,93,50160,6,93
14,52,9,geometric_distribution,133,728,47162,6,93,47151,6,93
14,56,1,geometric_distribution,21,784,35617,4,66,35617,4,66
14,56,2,geometric_distribution,35,784,46285,5,79,46284,5,79
14,56,3,geometric_distribution,49,784,47741,6,85,47739,6,85
14,56,4,geometric_distribution,63,784,47727,6,88,47724,6,88
14,56,5,geometric_distribution,77,784,47338,6,90,47335,6,90
14,56,6,geometric_distribution,91,784,50131,6,91,50124,6,91
14,56,7,geometric_distribution,105,784,50901,6,93,50897,6,93
14,56,8,geometric_distribution,119,784,52375,6,93,52368,6,93
14,56,9,geometric_distribution,133,784,50557,6,94,50544,6,94
14,60,1,geometric_distribution,21,840,41616,4,66,41616,4,66
14,60,2,geometric_distribution,35,840,48159,5,79,48158,5,79
14,60,3,geometric_distribution,49,840,49665,6,85,49665,6,85
14,60,4,geometric_distribution,63,840,53422,6,88,53420,6,88
14,60,5,geometric_distribution,77,840,55206,6,90,55200,6,90
14,60,6,geometric_distribution,91,840,53548,6,92,53544,6,92
14,60,7,geometric_distribution,105,840,52437,6,93,52430,6,93
14,60,8,geometric_distribution,119,840,54228,6,93,54216,6,93
14,60,9,geometric_distribution,133,840,54305,6,94,54297,6,94
14,64,1,geometric_distribution,21,896,44260,4,66,44260,4,66
14,64,2,geometric_distribution,35,896,52820,5,79,52820,5,79
14,64,3,geometric_distribution,49,896,57547,6,85,57546,6,85
14,64,4,geometric_distribution,63,896,53271,6,88,53268,6,88
14,64,5,geometric_distribution,77,896,57841,6,90,57835,6,90
14,64,6,geometric_distribution,91,896,61320,6,92,61314,6,92
14,64,7,geometric_distribution,105,896,57719,6,93,57715,6,93
14,64,8,geometric_distribution,119,896,59339,6,93,59328,6,93
14,64,9,geometric_distribution,133,896,56540,6,94,56538,6,94
14,68,1,geometric_distribution,21,952,42524,4,66,42524,4,66
14,68,2,geometric_distribution,35,952,52450,5,79,52450,5,79
14,68,3,geometric_distribution,49,952,58951,6,85,58950,6,85
14,68,4,geometric_distribution,63,952,61104,6,88,61104,6,88
14,68,5,geometric_distribution,77,952,64148,6,90,64145,6,90
14,68,6,geometric_distribution,91,952,61627,6,92,61620,6,92
14,68,7,geometric_distribution,105,952,66885,6,93,66864,6,93
14,68,8,geometric_distribution,119,952,63155,6,93,63152,6,93
14,68,9,geometric_distribution,133,952,63610,6,94,63603,6,94
14,72,1,geometric_distribution,21,1008,46521,4,66,46521,4,66
14,72,2,geometric_distribution,35,1008,56846,5,79,56846,5,79
14,72,3,geometric_distribution,49,1008,61154,6,85,61152,6,85
14,72,4,geometric_distribution,63,1008,65036,6,88,65036,6,88
14,72,5,geometric_distribution,77,1008,66322,6,90,66320,6,90
14,72,6,geometric_distribution,91,1008,66744,6,92,66744,6,92
14,72,7,geometric_distribution,105,1008,63128,6,93,63126,6,93
14,72,8,geometric_distribution,119,1008,61596,6,93,61592,6,93
14,72,9,geometric_distribution,133,1008,69867,6,94,69867,6,94
14,76,1,geometric_distribution,21,1064,49126,4,66,49126,4,66
14,76,2,geometric_distribution,35,1064,59174,5,79,59174,5,79
14,76,3,geometric_distribution,49,1064,62304,6,85,62304,6,85
14,76,4,geometric_distribution,63,1064,69776,6,88,69776,6,88
14,76,5,geometric_distribution,77,1064,66748,6,90,66745,6,90
14,76,6,geometric_distribution,91,1064,70257,6,92,70254,6,92
14,76,7,geometric_distribution,105,1064,73325,6,93,73325,6,93
14,76,8,geometric_distribution,119,1064,71636,6,93,71624,6,93
14,76,9,geometric_distribution,133,1064,74482,6,94,74475,6,94
16,4,1,geometric_distribution,24,64,2426,3,60,2426,3,60
16,4,2,geometric_distribution,40,64,2288,3,55,2284,3,55
16,4,3,geometric_distribution,56,64,600,0,15,594,0,14
16,4,4,geometric_distribution,72,64,0,0,0,0,0,0
16,4,5,geometric_distribution,88,64,0,0,0,0,0,0
16,4,6,geometric_distribution,104,64,0,0,0,0,0,0
16,4,7,geometric_distribution,120,64,0,0,0,0,0,0
16,4,8,geometric_distribution,136,64,0,0,0,0,0,0
16,4,9,geometric_distribution,152,64,0,0,0,0,0,0
16,8,1,geometric_distribution,24,128,4838,4,66,4838,4,66
16,8,2,geometric_distribution,40,128,6464,4,74,6462,4,74
16,8,3,geometric_distribution,56,128,5582,4,73,5580,4,73
16,8,4,geometric_distribution,72,128,4855,3,61,4840,3,61
16,8,5,geometric_distribution,88,128,3903,3,54,3890,3,54
16,8,6,geometric_distribution,104,128,2954,2,36,2934,2,35
16,8,7,geometric_distribution,120,128,599,0,8,560,0,7
16,8,8,geometric_distribution,136,128,0,0,0,0,0,0
16,8,9,geometric_distribution,152,128,0,0,0,0,0,0
16,12,1,geometric_distribution,24,192,8709,4,66,8709,4,66
16,12,2,geometric_distribution,40,192,9626,4,79,9624,4,79
16,12,3,geometric_distribution,56,192,11822,5,81,11820,5,81
16,12,4,geometric_distribution,72,192,10190,4,79,10184,4,79
16,12,5,geometric_distribution,88,192,8975,4,71,8970,4,71
16,12,6,geometric_distribution,104,192,7906,4,67,7878,4,67
16,12,7,geometric_distribution,120,192,6782,3,55,6748,3,55
16,12,8,geometric_distribution,136,192,5084,2,41,5072,2,41
16,12,9,geometric_distribution,152,192,4915,2,38,4860,2,37
16,16,1,geometric_distribution,24,256,9436,4,66,9436,4,66
16,16,2,geometric_distribution,40,256,11673,4,79,11672,4,79
16,16,3,geometric_distribution,56,256,13903,5,84,13899,5,84
16,16,4,geometric_distribution,72,256,13859,5,87,13856,5,87
16,16,5,geometric_distribution,88,256,12381,5,83,12375,5,83
16,16,6,geometric_distribution,104,256,13287,5,81,13266,5,81
16,16,7,geometric_distribution,120,256,12766,4,76,12754,4,76
16,16,8,geometric_distribution,136,256,12946,4,73,12888,4,73
16,16,9,geometric_distribution,152,256,9966,3,63,9945,3,63
16,20,1,geometric_distribution,24,320,12985,4,66,12985,4,66
16,20,2,geometric_distribution,40,320,17231,4,79,17230,4,79
16,20,3,geometric_distribution,56,320,16871,5,84,16866,5,84
16,20,4,geometric_distribution,72,320,17461,5,86,17460,5,86
16,20,5,geometric_distribution,88,320,18444,5,88,18435,5,88
16,20,6,geometric_distribution,104,320,17767,5,85,17754,5,85
16,20,7,geometric_distribution,120,320,17454,5,82,17437,5,82
16,20,8,geometric_distribution,136,320,15750,4,78,15712,4,78
16,20,9,geometric_distribution,152,320,14713,4,76,14688,4,76
16,24,1,geometric_distribution,24,384,15535,4,66,15535,4,66
16,24,2,geometric_distribution,40,384,19436,4,79,19436,4,79
16,24,3,geometric_distribution,56,384,20915,5,85,20913,5,85
16,24,4,geometric_distribution,72,384,22117,5,87,22108,5,87
16,24,5,geometric_distribution,88,384,20715,5,86,20710,5,86
16,24,6,geometric_distribution,104,384,23111,5,88,23106,5,88
16,24,7,geometric_distribution,120,384,21544,5,88,21532,5,88
16,24,8,geometric_distribution,136,384,19587,5,86,19576,5,86
16,24,9,geometric_distribution,152,384,20624,5,87,20619,5,87
16,28,1,geometric_distribution,24,448,17303,4,66,17303,4,66
16,28,2,geometric_distribution,40,448,22942,4,79,22942,4,79
16,28,3,geometric_distribution,56,448,21998,5,85,21996,5,85
16,28,4,geometric_distribution,72,448,26314,5,88,26312,5,88
16,28,5,geometric_distribution,88,448,26805,5,90,26795,5,90
16,28,6,geometric_distribution,104,448,24177,5,90,24168,5,90
16,28,7,geometric_distribution,120,448,24587,5,90,24570,5,90
16,28,8,geometric_distribution,136,448,24585,5,87,24568,5,87
