num_of_agents,num_of_items_per_agent,L,random_valuation,D,num_of_items,greedy_approximation,greedy_approximation_to_total,greedy_approximation_to_MMS,weak_greedy_approximation,weak_greedy_approximation_to_total,weak_greedy_approximation_to_MMS
12,76,2,uniform_distribution_high,30,912,90304,6,79,90304,6,79
12,76,3,uniform_distribution_high,42,912,94320,6,83,94317,6,83
12,76,4,uniform_distribution_high,54,912,97836,7,85,97836,7,85
12,76,5,uniform_distribution_high,66,912,99131,7,87,99130,7,87
12,76,6,uniform_distribution_high,78,912,100446,7,88,100434,7,88
12,76,7,uniform_distribution_high,90,912,105645,7,92,105609,7,92
12,76,8,uniform_distribution_high,102,912,101075,7,88,99072,7,87
12,76,9,uniform_distribution_high,114,912,108053,7,94,108027,7,94
14,4,1,uniform_distribution_high,21,56,3231,3,54,3231,3,54
14,4,2,uniform_distribution_high,35,56,3507,4,58,3492,4,57
14,4,3,uniform_distribution_high,49,56,3934,4,65,3825,4,63
14,4,4,uniform_distribution_high,63,56,0,0,0,0,0,0
14,4,5,uniform_distribution_high,77,56,0,0,0,0,0,0
14,4,6,uniform_distribution_high,91,56,0,0,0,0,0,0
14,4,7,uniform_distribution_high,105,56,0,0,0,0,0,0
14,4,8,uniform_distribution_high,119,56,0,0,0,0,0,0
14,4,9,uniform_distribution_high,133,56,0,0,0,0,0,0
14,8,1,uniform_distribution_high,21,112,7872,4,63,7872,4,63
14,8,2,uniform_distribution_high,35,112,8965,5,76,8962,5,76
14,8,3,uniform_distribution_high,49,112,9135,5,77,9117,5,77
14,8,4,uniform_distribution_high,63,112,7554,4,62,7512,4,62
14,8,5,uniform_distribution_high,77,112,8071,4,67,7985,4,66
14,8,6,uniform_distribution_high,91,112,8104,4,68,8064,4,68
14,8,7,uniform_distribution_high,105,112,7824,4,66,7651,4,65
14,8,8,uniform_distribution_high,119,112,1012,0,8,0,0,0
14,8,9,uniform_distribution_high,133,112,0,0,0,0,0,0
14,12,1,uniform_distribution_high,21,168,12396,4,66,12396,4,66
14,12,2,uniform_distribution_high,35,168,13002,5,70,13002,5,70
14,12,3,uniform_distribution_high,49,168,14113,5,77,14073,5,77
14,12,4,uniform_distribution_high,63,168,13330,5,73,13308,5,73
14,12,5,uniform_distribution_high,77,168,15679,6,85,15675,6,85
14,12,6,uniform_distribution_high,91,168,11699,4,65,11598,4,64
14,12,7,uniform_distribution_high,105,168,12170,4,67,12096,4,67
14,12,8,uniform_distribution_high,119,168,12705,5,70,12544,4,69
14,12,9,uniform_distribution_high,133,168,12849,5,72,12690,5,71
14,16,1,uniform_distribution_high,21,224,15190,4,63,15190,4,63
14,16,2,uniform_distribution_high,35,224,18862,5,76,18862,5,76
14,16,3,uniform_distribution_high,49,224,18530,5,77,18528,5,77
14,16,4,uniform_distribution_high,63,224,18839,5,79,18832,5,79
14,16,5,uniform_distribution_high,77,224,16898,4,69,16890,4,69
14,16,6,uniform_distribution_high,91,224,18761,5,79,18750,5,79
14,16,7,uniform_distribution_high,105,224,21227,6,88,21224,6,88
14,16,8,uniform_distribution_high,119,224,15736,4,64,15648,4,63
14,16,9,uniform_distribution_high,133,224,16579,4,68,16452,4,67
14,20,1,uniform_distribution_high,21,280,19569,4,65,19569,4,65
14,20,2,uniform_distribution_high,35,280,24020,5,79,24018,5,79
14,20,3,uniform_distribution_high,49,280,23488,5,78,23472,5,78
14,20,4,uniform_distribution_high,63,280,24727,5,82,24724,5,82
14,20,5,uniform_distribution_high,77,280,23954,5,79,23950,5,79
14,20,6,uniform_distribution_high,91,280,26713,6,88,26688,6,88
14,20,7,uniform_distribution_high,105,280,22844,5,76,22841,5,76
14,20,8,uniform_distribution_high,119,280,25278,5,83,25272,5,83
14,20,9,uniform_distribution_high,133,280,27345,6,91,27324,6,91
14,24,1,uniform_distribution_high,21,336,24217,4,66,24217,4,66
14,24,2,uniform_distribution_high,35,336,27943,5,76,27942,5,76
14,24,3,uniform_distribution_high,49,336,28026,5,78,28023,5,78
14,24,4,uniform_distribution_high,63,336,30002,6,85,30000,6,85
14,24,5,uniform_distribution_high,77,336,30624,6,85,30620,6,85
14,24,6,uniform_distribution_high,91,336,29308,5,80,29262,5,80
14,24,7,uniform_distribution_high,105,336,31614,6,88,31549,6,88
14,24,8,uniform_distribution_high,119,336,26110,5,73,26104,5,73
14,24,9,uniform_distribution_high,133,336,29352,5,80,29340,5,80
14,28,1,uniform_distribution_high,21,392,27337,4,65,27337,4,65
14,28,2,uniform_distribution_high,35,392,32824,5,78,32824,5,78
14,28,3,uniform_distribution_high,49,392,35466,6,85,35463,6,85
14,28,4,uniform_distribution_high,63,392,36228,6,86,36228,6,86
14,28,5,uniform_distribution_high,77,392,36865,6,88,36860,6,88
14,28,6,uniform_distribution_high,91,392,36979,6,87,36972,6,87
14,28,7,uniform_distribution_high,105,392,33737,5,81,33656,5,81
14,28,8,uniform_distribution_high,119,392,37106,6,87,37048,6,87
14,28,9,uniform_distribution_high,133,392,31796,5,76,29781,5,71
14,32,1,uniform_distribution_high,21,448,31323,4,65,31323,4,65
14,32,2,uniform_distribution_high,35,448,36704,5,76,36704,5,76
14,32,3,uniform_distribution_high,49,448,41307,6,84,41307,6,84
14,32,4,uniform_distribution_high,63,448,41711,6,87,41688,6,87
14,32,5,uniform_distribution_high,77,448,38921,5,81,38915,5,81
14,32,6,uniform_distribution_high,91,448,37608,5,80,37566,5,80
14,32,7,uniform_distribution_high,105,448,43367,6,89,43365,6,89
14,32,8,uniform_distribution_high,119,448,39006,5,81,38968,5,81
14,32,9,uniform_distribution_high,133,448,41629,6,86,41589,6,86
14,36,1,uniform_distribution_high,21,504,35184,4,66,35184,4,66
14,36,2,uniform_distribution_high,35,504,42792,5,78,42792,5,78
14,36,3,uniform_distribution_high,49,504,45715,6,84,45714,6,84
14,36,4,uniform_distribution_high,63,504,47819,6,88,47808,6,88
14,36,5,uniform_distribution_high,77,504,45986,6,85,45985,6,85
14,36,6,uniform_distribution_high,91,504,46465,6,86,46446,6,86
14,36,7,uniform_distribution_high,105,504,44405,5,82,44394,5,82
14,36,8,uniform_distribution_high,119,504,48635,6,90,48624,6,90
14,36,9,uniform_distribution_high,133,504,43374,5,81,43299,5,81
14,40,1,uniform_distribution_high,21,560,38836,4,65,38836,4,65
14,40,2,uniform_distribution_high,35,560,47157,5,79,47152,5,79
14,40,3,uniform_distribution_high,49,560,49783,5,83,49779,5,83
14,40,4,uniform_distribution_high,63,560,49362,5,82,49360,5,82
14,40,5,uniform_distribution_high,77,560,53431,6,88,53420,6,88
14,40,6,uniform_distribution_high,91,560,53997,6,90,53988,6,90
14,40,7,uniform_distribution_high,105,560,53236,6,89,53228,6,89
14,40,8,uniform_distribution_high,119,560,50145,6,84,50136,6,84
14,40,9,uniform_distribution_high,133,560,54387,6,91,54378,6,91
14,44,1,uniform_distribution_high,21,616,43293,4,66,43293,4,66
14,44,2,uniform_distribution_high,35,616,51218,5,78,51218,5,78
14,44,3,uniform_distribution_high,49,616,54540,5,83,54540,5,83
14,44,4,uniform_distribution_high,63,616,56063,6,84,56060,6,84
14,44,5,uniform_distribution_high,77,616,59007,6,90,59005,6,90
14,44,6,uniform_distribution_high,91,616,55981,6,85,55968,6,85
14,44,7,uniform_distribution_high,105,616,54754,5,83,54740,5,83
14,44,8,uniform_distribution_high,119,616,60154,6,91,60120,6,91
14,44,9,uniform_distribution_high,133,616,57266,6,85,57258,6,85
14,48,1,uniform_distribution_high,21,672,47819,4,66,47819,4,66
14,48,2,uniform_distribution_high,35,672,57888,5,79,57888,5,79
14,48,3,uniform_distribution_high,49,672,59426,5,82,59424,5,82
14,48,4,uniform_distribution_high,63,672,61768,6,85,61768,6,85
14,48,5,uniform_distribution_high,77,672,62206,6,85,62205,6,85
14,48,6,uniform_distribution_high,91,672,63938,6,88,63936,6,88
14,48,7,uniform_distribution_high,105,672,63717,6,89,63707,6,89
14,48,8,uniform_distribution_high,119,672,62432,6,86,62416,6,86
14,48,9,uniform_distribution_high,133,672,68198,6,93,68130,6,92
14,52,1,uniform_distribution_high,21,728,51756,4,65,51756,4,65
14,52,2,uniform_distribution_high,35,728,60996,5,77,60996,5,77
14,52,3,uniform_distribution_high,49,728,63324,5,82,63324,5,82
14,52,4,uniform_distribution_high,63,728,67892,6,86,67892,6,86
14,52,5,uniform_distribution_high,77,728,68263,6,87,68260,6,87
14,52,6,uniform_distribution_high,91,728,71556,6,92,71550,6,92
14,52,7,uniform_distribution_high,105,728,66147,6,84,66143,6,84
14,52,8,uniform_distribution_high,119,728,72622,6,92,72608,6,92
14,52,9,uniform_distribution_high,133,728,69442,6,89,69426,6,89
14,56,1,uniform_distribution_high,21,784,55864,4,66,55864,4,66
14,56,2,uniform_distribution_high,35,784,67156,5,79,67156,5,79
14,56,3,uniform_distribution_high,49,784,71674,6,85,71673,6,85
14,56,4,uniform_distribution_high,63,784,72805,6,86,72804,6,86
14,56,5,uniform_distribution_high,77,784,75227,6,89,75220,6,89
14,56,6,uniform_distribution_high,91,784,72887,6,87,72882,6,87
14,56,7,uniform_distribution_high,105,784,74710,6,89,74690,6,89
14,56,8,uniform_distribution_high,119,784,74353,6,88,74288,6,88
14,56,9,uniform_distribution_high,133,784,70854,6,85,70776,6,85
14,60,1,uniform_distribution_high,21,840,60124,4,66,60124,4,66
14,60,2,uniform_distribution_high,35,840,72300,5,79,72300,5,79
14,60,3,uniform_distribution_high,49,840,76299,6,85,76299,6,85
14,60,4,uniform_distribution_high,63,840,78037,6,87,78036,6,87
14,60,5,uniform_distribution_high,77,840,77414,6,85,77405,6,85
14,60,6,uniform_distribution_high,91,840,81178,6,90,81174,6,90
14,60,7,uniform_distribution_high,105,840,84503,6,93,84490,6,93
14,60,8,uniform_distribution_high,119,840,84537,6,93,84496,6,92
14,60,9,uniform_distribution_high,133,840,82143,6,91,82143,6,91
14,64,1,uniform_distribution_high,21,896,63307,4,65,63307,4,65
14,64,2,uniform_distribution_high,35,896,75168,5,78,75168,5,78
14,64,3,uniform_distribution_high,49,896,81474,6,84,81474,6,84
14,64,4,uniform_distribution_high,63,896,84702,6,87,84700,6,87
14,64,5,uniform_distribution_high,77,896,83437,6,87,83430,6,87
14,64,6,uniform_distribution_high,91,896,83437,6,86,83430,6,86
14,64,7,uniform_distribution_high,105,896,85294,6,89,85288,6,89
14,64,8,uniform_distribution_high,119,896,86893,6,89,86888,6,89
14,64,9,uniform_distribution_high,133,896,84078,6,87,84078,6,87
14,68,1,uniform_distribution_high,21,952,68259,4,66,68259,4,66
14,68,2,uniform_distribution_high,35,952,81798,5,79,81798,5,79
14,68,3,uniform_distribution_high,49,952,86514,6,84,86514,6,84
14,68,4,uniform_distribution_high,63,952,89035,6,88,89032,6,88
14,68,5,uniform_distribution_high,77,952,90641,6,89,90640,6,89
14,68,6,uniform_distribution_high,91,952,91303,6,89,91302,6,89
14,68,7,uniform_distribution_high,105,952,94149,6,92,94143,6,92
14,68,8,uniform_distribution_high,119,952,96040,6,93,96000,6,93
14,68,9,uniform_distribution_high,133,952,94715,6,93,94689,6,93
14,72,1,uniform_distribution_high,21,1008,72095,4,66,72095,4,66
14,72,2,uniform_distribution_high,35,1008,84217,5,78,84216,5,78
14,72,3,uniform_distribution_high,49,1008,91016,6,84,91011,6,84
14,72,4,uniform_distribution_high,63,1008,95679,6,88,95676,6,88
14,72,5,uniform_distribution_high,77,1008,97629,6,90,97625,6,90
14,72,6,uniform_distribution_high,91,1008,99535,6,91,99528,6,91
14,72,7,uniform_distribution_high,105,1008,96468,6,89,96453,6,89
14,72,8,uniform_distribution_high,119,1008,98429,6,90,98416,6,90
14,72,9,uniform_distribution_high,133,1008,96942,6,89,96912,6,89
14,76,1,uniform_distribution_high,21,1064,75685,4,66,75685,4,66
14,76,2,uniform_distribution_high,35,1064,90414,5,79,90412,5,79
14,76,3,uniform_distribution_high,49,1064,94759,5,83,94758,5,83
14,76,4,uniform_distribution_high,63,1064,97479,6,85,97476,6,85
14,76,5,uniform_distribution_high,77,1064,99855,6,87,99855,6,87
14,76,6,uniform_distribution_high,91,1064,101041,6,88,101040,6,88
14,76,7,uniform_distribution_high,105,1064,105442,6,92,105434,6,92
14,76,8,uniform_distribution_high,119,1064,100072,6,88,99056,6,87
14,76,9,uniform_distribution_high,133,1064,107518,6,94,107496,6,94
16,4,1,uniform_distribution_high,24,64,3330,3,54,3330,3,54
16,4,2,uniform_distribution_high,40,64,3516,3,59,3496,3,59
16,4,3,uniform_distribution_high,56,64,4166,4,65,4125,4,65
16,4,4,uniform_distribution_high,72,64,0,0,0,0,0,0
16,4,5,uniform_distribution_high,88,64,0,0,0,0,0,0
16,4,6,uniform_distribution_high,104,64,0,0,0,0,0,0
16,4,7,uniform_distribution_high,120,64,0,0,0,0,0,0
16,4,8,uniform_distribution_high,136,64,0,0,0,0,0,0
16,4,9,uniform_distribution_high,152,64,0,0,0,0,0,0
16,8,1,uniform_distribution_high,24,128,7549,3,63,7549,3,63
16,8,2,uniform_distribution_high,40,128,9077,4,75,9076,4,75
16,8,3,uniform_distribution_high,56,128,9217,4,77,9201,4,77
16,8,4,uniform_distribution_high,72,128,7480,4,64,7420,4,64
16,8,5,uniform_distribution_high,88,128,8077,4,68,7885,4,66
16,8,6,uniform_distribution_high,104,128,8099,4,67,7980,4,66
16,8,7,uniform_distribution_high,120,128,7952,4,66,7791,4,65
16,8,8,uniform_distribution_high,136,128,0,0,0,0,0,0
16,8,9,uniform_distribution_high,152,128,0,0,0,0,0,0
16,12,1,uniform_distribution_high,24,192,11906,4,66,11906,4,66
16,12,2,uniform_distribution_high,40,192,12684,4,70,12682,4,70
16,12,3,uniform_distribution_high,56,192,14004,4,77,13995,4,77
16,12,4,uniform_distribution_high,72,192,13144,4,72,13136,4,72
16,12,5,uniform_distribution_high,88,192,15242,5,85,15230,5,85
16,12,6,uniform_distribution_high,104,192,11510,4,64,11370,3,63
16,12,7,uniform_distribution_high,120,192,12253,4,69,12173,4,68
16,12,8,uniform_distribution_high,136,192,12838,4,71,12664,4,70
16,12,9,uniform_distribution_high,152,192,13271,4,73,13113,4,72
16,16,1,uniform_distribution_high,24,256,15075,3,63,15075,3,63
16,16,2,uniform_distribution_high,40,256,18341,4,76,18340,4,76
16,16,3,uniform_distribution_high,56,256,18796,4,77,18795,4,77
16,16,4,uniform_distribution_high,72,256,18914,4,78,18908,4,78
16,16,5,uniform_distribution_high,88,256,16600,4,69,16585,4,69
16,16,6,uniform_distribution_high,104,256,19137,4,79,19134,4,79
16,16,7,uniform_distribution_high,120,256,21237,5,88,21231,5,88
16,16,8,uniform_distribution_high,136,256,15263,3,63,15168,3,63
16,16,9,uniform_distribution_high,152,256,16496,4,68,16353,4,68
16,20,1,uniform_distribution_high,24,320,19556,4,65,19556,4,65
16,20,2,uniform_distribution_high,40,320,24428,4,79,24426,4,79
16,20,3,uniform_distribution_high,56,320,23528,4,78,23523,4,78
16,20,4,uniform_distribution_high,72,320,24612,5,82,24604,5,82
16,20,5,uniform_distribution_high,88,320,24244,4,79,24230,4,79
16,20,6,uniform_distribution_high,104,320,26806,5,88,26784,5,88
16,20,7,uniform_distribution_high,120,320,23293,4,75,23282,4,75
16,20,8,uniform_distribution_high,136,320,25208,5,83,25208,5,83
16,20,9,uniform_distribution_high,152,320,27292,5,90,27288,5,90
16,24,1,uniform_distribution_high,24,384,24181,4,66,24181,4,66
16,24,2,uniform_distribution_high,40,384,27586,4,76,27586,4,76
16,24,3,uniform_distribution_high,56,384,28001,4,78,27999,4,78
16,24,4,uniform_distribution_high,72,384,30648,5,84,30636,5,84
16,24,5,uniform_distribution_high,88,384,30275,5,85,30270,5,85
16,24,6,uniform_distribution_high,104,384,28505,4,79,28494,4,79
16,24,7,uniform_distribution_high,120,384,32066,5,87,32032,5,87
16,24,8,uniform_distribution_high,136,384,26046,4,73,26040,4,73
16,24,9,uniform_distribution_high,152,384,28805,5,80,28791,5,80
16,28,1,uniform_distribution_high,24,448,27371,4,65,27371,4,65
16,28,2,uniform_distribution_high,40,448,32848,4,78,32848,4,78
16,28,3,uniform_distribution_high,56,448,36527,5,85,36525,5,85
16,28,4,uniform_distribution_high,72,448,35884,5,86,35884,5,86
16,28,5,uniform_distribution_high,88,448,37407,5,89,37395,5,89
16,28,6,uniform_distribution_high,104,448,36475,5,87,36474,5,87
16,28,7,uniform_distribution_high,120,448,34151,5,80,34111,5,80
16,28,8,uniform_distribution_high,136,448,36920,5,87,36880,5,87
16,28,9,uniform_distribution_high,152,448,31051,4,73,30033,4,71
16,32,1,uniform_distribution_high,24,512,31767,4,65,31767,4,65
16,32,2,uniform_distribution_high,40,512,35927,4,76,35926,4,76
16,32,3,uniform_distribution_high,56,512,40532,5,84,40530,5,84
16,32,4,uniform_distribution_high,72,512,42243,5,87,42240,5,87
16,32,5,uniform_distribution_high,88,512,38662,5,82,38660,5,82
16,32,6,uniform_distribution_high,104,512,38445,4,79,38436,4,79
16,32,7,uniform_distribution_high,120,512,42389,5,89,42385,5,89
16,32,8,uniform_distribution_high,136,512,38854,5,81,38800,5,81
16,32,9,uniform_distribution_high,152,512,41283,5,86,41220,5,86
16,36,1,uniform_distribution_high,24,576,35762,4,66,35762,4,66
16,36,2,uniform_distribution_high,40,576,43094,4,78,43094,4,78
16,36,3,uniform_distribution_high,56,576,45490,5,84,45489,5,84
16,36,4,uniform_distribution_high,72,576,48493,5,88,48488,5,88
16,36,5,uniform_distribution_high,88,576,46003,5,85,46000,5,85
16,36,6,uniform_distribution_high,104,576,46756,5,86,46728,5,86
16,36,7,uniform_distribution_high,120,576,44477,5,82,44471,5,82
16,36,8,uniform_distribution_high,136,576,48537,5,90,48512,5,90
16,36,9,uniform_distribution_high,152,576,44484,5,81,44433,5,81
16,40,1,uniform_distribution_high,24,640,39018,4,65,39018,4,65
16,40,2,uniform_distribution_high,40,640,47996,4,79,47994,4,79
16,40,3,uniform_distribution_high,56,640,49479,5,83,49470,5,83
16,40,4,uniform_distribution_high,72,640,49212,5,82,49200,5,82
16,40,5,uniform_distribution_high,88,640,53359,5,88,53355,5,88
16,40,6,uniform_distribution_high,104,640,54298,5,90,54294,5,90
16,40,7,uniform_distribution_high,120,640,53323,5,89,53312,5,89
16,40,8,uniform_distribution_high,136,640,51042,5,84,51040,5,84
16,40,9,uniform_distribution_high,152,640,54540,5,91,54540,5,91
16,44,1,uniform_distribution_high,24,704,43653,4,66,43653,4,66
16,44,2,uniform_distribution_high,40,704,51536,4,78,51536,4,78
16,44,3,uniform_distribution_high,56,704,54678,5,83,54678,5,83
16,44,4,uniform_distribution_high,72,704,55531,5,84,55524,5,84
16,44,5,uniform_distribution_high,88,704,60072,5,90,60070,5,90
16,44,6,uniform_distribution_high,104,704,56334,5,85,56334,5,85
16,44,7,uniform_distribution_high,120,704,55105,5,84,55076,5,84
16,44,8,uniform_distribution_high,136,704,60418,5,91,60408,5,91
16,44,9,uniform_distribution_high,152,704,56184,5,85,56142,5,85
16,48,1,uniform_distribution_high,24,768,48569,4,66,48569,4,66
16,48,2,uniform_distribution_high,40,768,57050,4,79,57050,4,79
16,48,3,uniform_distribution_high,56,768,59035,5,82,59034,5,82
16,48,4,uniform_distribution_high,72,768,61751,5,85,61748,5,85
16,48,5,uniform_distribution_high,88,768,61498,5,85,61495,5,85
16,48,6,uniform_distribution_high,104,768,64382,5,88,64374,5,88
16,48,7,uniform_distribution_high,120,768,64743,5,89,64743,5,89
16,48,8,uniform_distribution_high,136,768,62981,5,86,62976,5,86
16,48,9,uniform_distribution_high,152,768,67887,5,93,67878,5,93
16,52,1,uniform_distribution_high,24,832,51079,4,65,51079,4,65
16,52,2,uniform_distribution_high,40,832,60565,4,77,60564,4,77
16,52,3,uniform_distribution_high,56,832,64281,5,82,64281,5,82
16,52,4,uniform_distribution_high,72,832,66463,5,85,66460,5,85
16,52,5,uniform_distribution_high,88,832,68946,5,87,68930,5,87
16,52,6,uniform_distribution_high,104,832,71624,5,92,71586,5,92
16,52,7,uniform_distribution_high,120,832,65892,5,84,65891,5,84
16,52,8,uniform_distribution_high,136,832,72166,5,92,72152,5,92
16,52,9,uniform_distribution_high,152,832,68776,5,89,68733,5,89
16,56,1,uniform_distribution_high,24,896,55267,4,66,55267,4,66
16,56,2,uniform_distribution_high,40,896,66345,4,79,66344,4,79
16,56,3,uniform_distribution_high,56,896,71499,5,85,71493,5,85
16,56,4,uniform_distribution_high,72,896,72846,5,86,72844,5,86
16,56,5,uniform_distribution_high,88,896,76026,5,89,76025,5,89
16,56,6,uniform_distribution_high,104,896,73735,5,87,73728,5,87
16,56,7,uniform_distribution_high,120,896,74767,5,89,74753,5,89
16,56,8,uniform_distribution_high,136,896,75001,5,88,74992,5,88
16,56,9,uniform_distribution_high,152,896,71103,5,84,71073,5,84
16,60,1,uniform_distribution_high,24,960,59992,4,66,59992,4,66
16,60,2,uniform_distribution_high,40,960,72323,4,79,72322,4,79
16,60,3,uniform_distribution_high,56,960,76520,5,85,76518,5,85
16,60,4,uniform_distribution_high,72,960,77686,5,87,77684,5,87
16,60,5,uniform_distribution_high,88,960,76590,5,85,76585,5,85
16,60,6,uniform_distribution_high,104,960,81483,5,90,81480,5,90
16,60,7,uniform_distribution_high,120,960,83920,5,93,83909,5,93
16,60,8,uniform_distribution_high,136,960,84404,5,93,84400,5,93
16,60,9,uniform_distribution_high,152,960,84196,5,91,84186,5,91
16,64,1,uniform_distribution_high,24,1024,63981,4,65,63981,4,65
16,64,2,uniform_distribution_high,40,1024,76197,4,78,76196,4,78
16,64,3,uniform_distribution_high,56,1024,81209,5,84,81207,5,84
16,64,4,uniform_distribution_high,72,1024,84222,5,87,84220,5,87
16,64,5,uniform_distribution_high,88,1024,84638,5,87,84625,5,87
16,64,6,uniform_distribution_high,104,1024,83966,5,87,83958,5,87
16,64,7,uniform_distribution_high,120,1024,85888,5,89,85883,5,89
16,64,8,uniform_distribution_high,136,1024,85450,5,89,85440,5,89
16,64,9,uniform_distribution_high,152,1024,83897,5,87,83862,5,87
16,68,1,uniform_distribution_high,24,1088,67578,4,66,67578,4,66
16,68,2,uniform_distribution_high,40,1088,80788,4,79,80786,4,79
16,68,3,uniform_distribution_high,56,1088,85879,5,84,85878,5,84
16,68,4,uniform_distribution_high,72,1088,89642,5,88,89632,5,88
16,68,5,uniform_distribution_high,88,1088,91384,5,89,91380,5,89
16,68,6,uniform_distribution_high,104,1088,91890,5,89,91890,5,89
16,68,7,uniform_distribution_high,120,1088,95239,5,92,95235,5,92
16,68,8,uniform_distribution_high,136,1088,95642,5,93,95632,5,93
16,68,9,uniform_distribution_high,152,1088,94963,5,93,94950,5,93
16,72,1,uniform_distribution_high,24,1152,71706,4,66,71706,4,66
16,72,2,uniform_distribution_high,40,1152,84952,4,78,84952,4,78
16,72,3,uniform_distribution_high,56,1152,90839,5,84,90837,5,84
16,72,4,uniform_distribution_high,72,1152,95396,5,88,95396,5,88
16,72,5,uniform_distribution_high,88,1152,98381,5,90,98370,5,90
16,72,6,uniform_distribution_high,104,1152,97754,5,91,97752,5,91
16,72,7,uniform_distribution_high,120,1152,96455,5,89,96439,5,89
16,72,8,uniform_distribution_high,136,1152,97791,5,90,97784,5,90
16,72,9,uniform_distribution_high,152,1152,95392,5,89,95382,5,89
16,76,1,uniform_distribution_high,24,1216,74950,4,66,74950,4,66
16,76,2,uniform_distribution_high,40,1216,91740,4,79,91740,4,79
16,76,3,uniform_distribution_high,56,1216,94848,5,83,94848,5,83
16,76,4,uniform_distribution_high,72,1216,97156,5,85,97156,5,85
16,76,5,uniform_distribution_high,88,1216,98494,5,87,98485,5,87
16,76,6,uniform_distribution_high,104,1216,101579,5,88,101562,5,88
16,76,7,uniform_distribution_high,120,1216,106313,5,92,106288,5,92
16,76,8,uniform_distribution_high,136,1216,99538,5,87,99536,5,87
16,76,9,uniform_distribution_high,152,1216,107522,5,94,107514,5,94
18,4,1,uniform_distribution_high,27,72,3251,3,54,3251,3,54
18,4,2,uniform_distribution_high,45,72,3416,3,58,3414,3,58
18,4,3,uniform_distribution_high,63,72,3855,3,64,3843,3,64
18,4,4,uniform_distribution_high,81,72,0,0,0,0,0,0
18,4,5,uniform_distribution_high,99,72,0,0,0,0,0,0
18,4,6,uniform_distribution_high,117,72,0,0,0,0,0,0
18,4,7,uniform_distribution_high,135,72,0,0,0,0,0,0
18,4,8,uniform_distribution_high,153,72,0,0,0,0,0,0
18,4,9,uniform_distribution_high,171,72,0,0,0,0,0,0
18,8,1,uniform_distribution_high,27,144,7307,3,63,7307,3,63
18,8,2,uniform_distribution_high,45,144,8961,4,75,8960,4,75
18,8,3,uniform_distribution_high,63,144,9383,4,77,9378,4,77
18,8,4,uniform_distribution_high,81,144,7570,3,62,7552,3,62
18,8,5,uniform_distribution_high,99,144,7833,3,67,7765,3,66
18,8,6,uniform_distribution_high,117,144,8121,3,67,8004,3,66
18,8,7,uniform_distribution_high,135,144,7912,3,67,7861,3,67
18,8,8,uniform_distribution_high,153,144,0,0,0,0,0,0
18,8,9,uniform_distribution_high,171,144,0,0,0,0,0,0
18,12,1,uniform_distribution_high,27,216,12002,3,66,12002,3,66
18,12,2,uniform_distribution_high,45,216,12799,3,70,12798,3,70
18,12,3,uniform_distribution_high,63,216,14078,4,77,14067,4,77
18,12,4,uniform_distribution_high,81,216,13043,4,72,13040,4,72
18,12,5,uniform_distribution_high,99,216,15295,4,85,15285,4,85
18,12,6,uniform_distribution_high,117,216,11580,3,64,11508,3,64
18,12,7,uniform_distribution_high,135,216,12325,3,67,12278,3,67
18,12,8,uniform_distribution_high,153,216,12848,4,72,12712,3,71
18,12,9,uniform_distribution_high,171,216,12646,3,71,12501,3,70
18,16,1,uniform_distribution_high,27,288,15221,3,63,15221,3,63
18,16,2,uniform_distribution_high,45,288,18592,4,76,18588,4,76
18,16,3,uniform_distribution_high,63,288,18463,4,78,18459,4,78
18,16,4,uniform_distribution_high,81,288,19098,4,78,19080,4,78
18,16,5,uniform_distribution_high,99,288,16584,3,69,16580,3,69
18,16,6,uniform_distribution_high,117,288,19307,4,79,19302,4,79
18,16,7,uniform_distribution_high,135,288,21424,4,88,21413,4,88
18,16,8,uniform_distribution_high,153,288,15541,3,65,15408,3,64
18,16,9,uniform_distribution_high,171,288,16531,3,68,16416,3,68
18,20,1,uniform_distribution_high,27,360,19575,3,65,19575,3,65
18,20,2,uniform_distribution_high,45,360,24204,4,79,24202,4,79
18,20,3,uniform_distribution_high,63,360,23316,4,78,23313,4,78
18,20,4,uniform_distribution_high,81,360,24930,4,82,24924,4,82
18,20,5,uniform_distribution_high,99,360,23756,4,79,23735,4,79
18,20,6,uniform_distribution_high,117,360,26499,4,88,26484,4,88
18,20,7,uniform_distribution_high,135,360,23111,4,75,23107,4,75
18,20,8,uniform_distribution_high,153,360,24822,4,83,24816,4,83
18,20,9,uniform_distribution_high,171,360,27085,5,90,27063,5,90
18,24,1,uniform_distribution_high,27,432,24118,3,66,24118,3,66
18,24,2,uniform_distribution_high,45,432,27424,4,76,27424,4,76
18,24,3,uniform_distribution_high,63,432,28115,4,78,28107,4,78
18,24,4,uniform_distribution_high,81,432,31205,4,84,31204,4,84
18,24,5,uniform_distribution_high,99,432,30896,4,85,30890,4,85
18,24,6,uniform_distribution_high,117,432,29019,4,80,29010,4,80
18,24,7,uniform_distribution_high,135,432,32095,4,87,32032,4,87
18,24,8,uniform_distribution_high,153,432,26557,4,73,26520,4,73
18,24,9,uniform_distribution_high,171,432,29067,4,80,29061,4,80
18,28,1,uniform_distribution_high,27,504,26892,3,65,26892,3,65
18,28,2,uniform_distribution_high,45,504,33069,4,78,33068,4,78
18,28,3,uniform_distribution_high,63,504,35622,4,85,35622,4,85
18,28,4,uniform_distribution_high,81,504,36104,4,86,36104,4,86
