num_of_agents,num_of_items,L,D,greedy_approximation,greedy_approximation_to_total,greedy_approximation_to_MMS,weak_greedy_approximation,weak_greedy_approximation_to_total,weak_greedy_approximation_to_MMS
14,448,7,105,14640,6,91,14637,6,91
14,448,8,119,14715,6,92,14704,6,92
14,448,9,133,14619,6,91,14607,6,91
14,504,1,21,11854,4,66,11854,4,66
14,504,2,35,14216,5,79,14216,5,79
14,504,3,49,15233,6,85,15231,6,85
14,504,4,63,15781,6,88,15780,6,88
14,504,5,77,16010,6,89,16005,6,89
14,504,6,91,16288,6,91,16284,6,91
14,504,7,105,16267,6,91,16261,6,91
14,504,8,119,16529,6,92,16528,6,92
14,504,9,133,16633,6,93,16623,6,93
14,560,1,21,13656,4,66,13656,4,66
14,560,2,35,16361,5,79,16360,5,79
14,560,3,49,17542,6,85,17541,6,85
14,560,4,63,18064,6,88,18060,6,88
14,560,5,77,18569,6,90,18565,6,90
14,560,6,91,18869,6,92,18864,6,92
14,560,7,105,18847,6,91,18844,6,91
14,560,8,119,19053,6,92,19048,6,92
14,560,9,133,19023,6,92,19017,6,92
14,616,1,21,15056,4,66,15056,4,66
14,616,2,35,18059,5,79,18058,5,79
14,616,3,49,19334,6,85,19332,6,85
14,616,4,63,20024,6,88,20024,6,88
14,616,5,77,20378,6,90,20375,6,90
14,616,6,91,20582,6,91,20580,6,91
14,616,7,105,20928,6,92,20923,6,92
14,616,8,119,20845,6,92,20840,6,92
14,616,9,133,21065,6,93,21060,6,93
14,672,1,21,15827,4,66,15827,4,66
14,672,2,35,18985,5,79,18984,5,79
14,672,3,49,20322,6,85,20322,6,85
14,672,4,63,21080,6,88,21080,6,88
14,672,5,77,21474,6,90,21470,6,90
14,672,6,91,21798,6,91,21792,6,91
14,672,7,105,22087,6,93,22085,6,93
14,672,8,119,22168,6,93,22168,6,93
14,672,9,133,22058,6,92,22032,6,92
14,728,1,21,17282,4,66,17282,4,66
14,728,2,35,20720,5,79,20720,5,79
14,728,3,49,22200,6,85,22200,6,85
14,728,4,63,23000,6,88,23000,6,88
14,728,5,77,23465,6,90,23465,6,90
14,728,6,91,23847,6,91,23844,6,91
14,728,7,105,23893,6,92,23891,6,92
14,728,8,119,24159,6,93,24152,6,93
14,728,9,133,24324,6,93,24318,6,93
14,784,1,21,18140,4,66,18140,4,66
14,784,2,35,21768,5,79,21768,5,79
14,784,3,49,23300,6,85,23298,6,85
14,784,4,63,24172,6,88,24172,6,88
14,784,5,77,24728,6,90,24725,6,90
14,784,6,91,25009,6,91,25008,6,91
14,784,7,105,25283,6,92,25277,6,92
14,784,8,119,25384,6,93,25384,6,93
14,784,9,133,25634,6,94,25623,6,94
14,840,1,21,19223,4,66,19223,4,66
14,840,2,35,23062,5,79,23062,5,79
14,840,3,49,24696,6,85,24696,6,85
14,840,4,63,25582,6,88,25580,6,88
14,840,5,77,26074,6,90,26070,6,90
14,840,6,91,26484,6,91,26478,6,91
14,840,7,105,26803,6,92,26796,6,92
14,840,8,119,26776,6,92,26768,6,92
14,840,9,133,27216,6,94,27216,6,94
14,896,1,21,20728,4,66,20728,4,66
14,896,2,35,24870,5,79,24868,5,79
14,896,3,49,26646,6,85,26646,6,85
14,896,4,63,27612,6,88,27612,6,88
14,896,5,77,28228,6,90,28220,6,90
14,896,6,91,28681,6,92,28674,6,92
14,896,7,105,28966,6,93,28966,6,93
14,896,8,119,29157,6,93,29152,6,93
14,896,9,133,29187,6,93,29187,6,93
14,952,1,21,22920,4,66,22920,4,66
14,952,2,35,27497,5,79,27496,5,79
14,952,3,49,29454,6,85,29454,6,85
14,952,4,63,30532,6,88,30532,6,88
14,952,5,77,31167,6,90,31165,6,90
14,952,6,91,31671,6,92,31668,6,92
14,952,7,105,31901,6,92,31892,6,92
14,952,8,119,32197,6,93,32176,6,93
14,952,9,133,32204,6,93,32193,6,93
14,1008,1,21,23724,4,66,23724,4,66
14,1008,2,35,28453,5,79,28452,5,79
14,1008,3,49,30488,6,85,30486,6,85
14,1008,4,63,31579,6,88,31572,6,88
14,1008,5,77,32265,6,90,32265,6,90
14,1008,6,91,32762,6,92,32742,6,92
14,1008,7,105,33120,6,93,33110,6,93
14,1008,8,119,33346,6,93,33344,6,93
14,1008,9,133,33605,6,94,33597,6,94
14,1064,1,21,25383,4,66,25383,4,66
14,1064,2,35,30456,5,79,30456,5,79
14,1064,3,49,32620,6,85,32619,6,85
14,1064,4,63,33791,6,88,33788,6,88
14,1064,5,77,34587,6,90,34585,6,90
14,1064,6,91,35104,6,92,35100,6,92
14,1064,7,105,35466,6,93,35462,6,93
14,1064,8,119,35591,6,93,35584,6,93
14,1064,9,133,35971,6,94,35964,6,94
16,64,1,24,1213,3,63,1213,3,63
16,64,2,40,1337,4,69,1334,4,69
16,64,3,56,760,2,39,729,2,38
16,64,4,72,0,0,0,0,0,0
16,64,5,88,0,0,0,0,0,0
16,64,6,104,0,0,0,0,0,0
16,64,7,120,0,0,0,0,0,0
16,64,8,136,0,0,0,0,0,0
16,64,9,152,0,0,0,0,0,0
16,128,1,24,2801,4,65,2801,4,65
16,128,2,40,3189,4,74,3188,4,74
16,128,3,56,3537,5,83,3534,5,83
16,128,4,72,3497,5,82,3488,5,81
16,128,5,88,3284,4,77,3275,4,76
16,128,6,104,2404,3,56,2328,3,54
16,128,7,120,964,1,22,903,1,21
16,128,8,136,0,0,0,0,0,0
16,128,9,152,0,0,0,0,0,0
16,192,1,24,4003,4,65,4003,4,65
16,192,2,40,4792,4,78,4792,4,78
16,192,3,56,5038,5,82,5028,5,82
16,192,4,72,5063,5,83,5060,5,83
16,192,5,88,5347,5,87,5335,5,87
16,192,6,104,5295,5,87,5268,5,86
16,192,7,120,5192,5,85,5152,5,84
16,192,8,136,4829,4,79,4808,4,79
16,192,9,152,3935,4,64,3888,3,63
16,256,1,24,5234,4,66,5234,4,66
16,256,2,40,6270,4,79,6270,4,79
16,256,3,56,6638,5,84,6636,5,84
16,256,4,72,6881,5,87,6872,5,87
16,256,5,88,6609,5,84,6605,5,83
16,256,6,104,6884,5,87,6882,5,87
16,256,7,120,7026,5,89,7021,5,89
16,256,8,136,7137,5,90,7128,5,90
16,256,9,152,6928,5,88,6912,5,87
16,320,1,24,6837,4,66,6837,4,66
16,320,2,40,8177,4,79,8176,4,79
16,320,3,56,8707,5,84,8706,5,84
16,320,4,72,8909,5,86,8908,5,86
16,320,5,88,9202,5,89,9200,5,89
16,320,6,104,8695,5,84,8682,5,84
16,320,7,120,8995,5,87,8988,5,87
16,320,8,136,9389,5,91,9376,5,91
16,320,9,152,9481,5,92,9468,5,92
16,384,1,24,7742,4,66,7742,4,66
16,384,2,40,9278,4,79,9278,4,79
16,384,3,56,9834,5,84,9834,5,84
16,384,4,72,10186,5,87,10184,5,87
16,384,5,88,10481,5,90,10480,5,90
16,384,6,104,10603,5,91,10596,5,91
16,384,7,120,10285,5,88,10276,5,88
16,384,8,136,10149,5,87,10144,5,87
16,384,9,152,10552,5,90,10548,5,90
16,448,1,24,9430,4,66,9430,4,66
16,448,2,40,11263,4,79,11262,4,79
16,448,3,56,11973,5,84,11961,5,84
16,448,4,72,12528,5,88,12524,5,88
16,448,5,88,12543,5,88,12535,5,88
16,448,6,104,12905,5,91,12900,5,91
16,448,7,120,13040,5,92,13013,5,91
16,448,8,136,12761,5,90,12752,5,90
16,448,9,152,12100,5,85,12078,5,85
16,512,1,24,10286,4,66,10286,4,66
16,512,2,40,12344,4,79,12344,4,79
16,512,3,56,13131,5,85,13128,5,85
16,512,4,72,13678,5,88,13676,5,88
16,512,5,88,13983,5,90,13980,5,90
16,512,6,104,13842,5,89,13842,5,89
16,512,7,120,14304,5,92,14301,5,92
16,512,8,136,14411,5,93,14392,5,93
16,512,9,152,14115,5,91,14103,5,91
16,576,1,24,12325,4,66,12325,4,66
16,576,2,40,14792,4,79,14792,4,79
16,576,3,56,15828,5,85,15828,5,85
16,576,4,72,16334,5,88,16328,5,88
16,576,5,88,16719,5,90,16715,5,90
16,576,6,104,16952,5,91,16944,5,91
16,576,7,120,17134,5,92,17129,5,92
16,576,8,136,17287,5,93,17280,5,93
16,576,9,152,17358,5,93,17343,5,93
16,640,1,24,13648,4,66,13648,4,66
16,640,2,40,16345,4,79,16344,4,79
16,640,3,56,17537,5,85,17535,5,85
16,640,4,72,18177,5,88,18176,5,88
16,640,5,88,18469,5,90,18465,5,90
16,640,6,104,18831,5,91,18828,5,91
16,640,7,120,18752,5,91,18746,5,91
16,640,8,136,18988,5,92,18984,5,92
16,640,9,152,19101,5,93,19089,5,93
16,704,1,24,14990,4,66,14990,4,66
16,704,2,40,17981,4,79,17980,4,79
16,704,3,56,19241,5,85,19239,5,85
16,704,4,72,19910,5,88,19908,5,88
16,704,5,88,20396,5,90,20390,5,90
16,704,6,104,20576,5,91,20568,5,91
16,704,7,120,20922,5,93,20916,5,93
16,704,8,136,20632,5,91,20624,5,91
16,704,9,152,21030,5,93,21015,5,93
16,768,1,24,15718,4,66,15718,4,66
16,768,2,40,18864,4,79,18864,4,79
16,768,3,56,20202,5,85,20202,5,85
16,768,4,72,20892,5,88,20892,5,88
16,768,5,88,21329,5,90,21325,5,90
16,768,6,104,21651,5,91,21642,5,91
16,768,7,120,21930,5,92,21924,5,92
16,768,8,136,22060,5,93,22056,5,93
16,768,9,152,21649,5,91,21618,5,91
16,832,1,24,16871,4,66,16871,4,66
16,832,2,40,20236,4,79,20236,4,79
16,832,3,56,21681,5,85,21681,5,85
16,832,4,72,22475,5,88,22472,5,88
16,832,5,88,22947,5,90,22945,5,90
16,832,6,104,23329,5,92,23328,5,92
16,832,7,120,23397,5,92,23394,5,92
16,832,8,136,23747,5,93,23736,5,93
16,832,9,152,23737,5,93,23724,5,93
16,896,1,24,18293,4,66,18293,4,66
16,896,2,40,21944,4,79,21944,4,79
16,896,3,56,23448,5,85,23448,5,85
16,896,4,72,24345,5,88,24344,5,88
16,896,5,88,24900,5,90,24900,5,90
16,896,6,104,25259,5,92,25254,5,92
16,896,7,120,25476,5,92,25473,5,92
16,896,8,136,25634,5,93,25624,5,93
16,896,9,152,25925,5,94,25911,5,94
16,960,1,24,20028,4,66,20028,4,66
16,960,2,40,24028,4,79,24028,4,79
16,960,3,56,25749,5,85,25749,5,85
16,960,4,72,26658,5,88,26656,5,88
16,960,5,88,27212,5,90,27210,5,90
16,960,6,104,27540,5,91,27534,5,91
16,960,7,120,27808,5,92,27804,5,92
16,960,8,136,27852,5,92,27848,5,92
16,960,9,152,28393,5,94,28386,5,94
16,1024,1,24,21071,4,66,21071,4,66
16,1024,2,40,25282,4,79,25280,4,79
16,1024,3,56,27076,5,85,27075,5,85
16,1024,4,72,28051,5,88,28048,5,88
16,1024,5,88,28679,5,90,28675,5,90
16,1024,6,104,29009,5,91,29004,5,91
16,1024,7,120,29378,5,92,29365,5,92
16,1024,8,136,29606,5,93,29600,5,93
16,1024,9,152,29662,5,93,29655,5,93
16,1088,1,24,22165,4,66,22165,4,66
16,1088,2,40,26594,4,79,26594,4,79
16,1088,3,56,28483,5,85,28482,5,85
16,1088,4,72,29508,5,88,29508,5,88
16,1088,5,88,30170,5,90,30170,5,90
16,1088,6,104,30642,5,92,30642,5,92
16,1088,7,120,30922,5,92,30919,5,92
16,1088,8,136,31239,5,93,31232,5,93
16,1088,9,152,31258,5,94,31248,5,93
16,1152,1,24,23516,4,66,23516,4,66
16,1152,2,40,28216,4,79,28216,4,79
16,1152,3,56,30225,5,85,30225,5,85
16,1152,4,72,31332,5,88,31332,5,88
16,1152,5,88,32010,5,90,32010,5,90
16,1152,6,104,32436,5,91,32436,5,91
16,1152,7,120,32864,5,93,32858,5,93
16,1152,8,136,33128,5,93,33128,5,93
16,1152,9,152,33286,5,94,33282,5,94
16,1216,1,24,24669,4,66,24669,4,66
16,1216,2,40,29595,4,79,29594,4,79
16,1216,3,56,31710,5,85,31710,5,85
16,1216,4,72,32876,5,88,32876,5,88
16,1216,5,88,33575,5,90,33575,5,90
16,1216,6,104,34121,5,92,34116,5,92
16,1216,7,120,34313,5,92,34300,5,92
16,1216,8,136,34487,5,93,34480,5,93
16,1216,9,152,34905,5,94,34902,5,94
18,72,1,27,1341,3,63,1341,3,63
18,72,2,45,1498,3,70,1494,3,70
18,72,3,63,714,1,33,693,1,32
18,72,4,81,0,0,0,0,0,0
18,72,5,99,0,0,0,0,0,0
18,72,6,117,0,0,0,0,0,0
18,72,7,135,0,0,0,0,0,0
18,72,8,153,0,0,0,0,0,0
18,72,9,171,0,0,0,0,0,0
18,144,1,27,2667,3,65,2667,3,65
18,144,2,45,3107,4,76,3106,4,76
18,144,3,63,3374,4,82,3372,4,82
18,144,4,81,3396,4,83,3388,4,83
18,144,5,99,3102,4,76,3070,4,75
18,144,6,117,2316,3,56,2274,3,55
18,144,7,135,1262,1,31,1190,1,29
18,144,8,153,0,0,0,0,0,0
18,144,9,171,0,0,0,0,0,0
18,216,1,27,3874,3,66,3874,3,66
18,216,2,45,4584,4,78,4584,4,78
18,216,3,63,4855,4,83,4854,4,83
18,216,4,81,4898,4,83,4896,4,83
18,216,5,99,5208,4,89,5205,4,89
18,216,6,117,5204,4,89,5190,4,88
18,216,7,135,5030,4,86,5019,4,85
18,216,8,153,4365,4,74,4328,4,74
18,216,9,171,3526,3,60,3501,3,59
18,288,1,27,5424,3,66,5424,3,66
18,288,2,45,6491,4,79,6490,4,79
18,288,3,63,6907,4,84,6903,4,84
18,288,4,81,7131,4,87,7128,4,87
18,288,5,99,6907,4,84,6905,4,84
18,288,6,117,7244,4,88,7242,4,88
18,288,7,135,7459,5,91,7455,5,91
18,288,8,153,7472,5,91,7448,5,91
18,288,9,171,7283,4,89,7263,4,88
18,360,1,27,6276,3,66,6276,3,66
18,360,2,45,7497,4,79,7492,4,79
18,360,3,63,7995,4,84,7992,4,84
18,360,4,81,8268,4,87,8260,4,87
18,360,5,99,8427,4,89,8405,4,89
18,360,6,117,8338,4,88,8316,4,88
18,360,7,135,8399,4,89,8393,4,89
18,360,8,153,8574,5,90,8560,5,90
18,360,9,171,8540,5,90,8505,5,90
18,432,1,27,7691,3,66,7691,3,66
18,432,2,45,9222,4,79,9222,4,79
18,432,3,63,9803,4,84,9801,4,84
18,432,4,81,10105,4,87,10100,4,87
18,432,5,99,10425,5,90,10425,5,90
18,432,6,117,10486,5,90,10482,5,90
18,432,7,135,10265,4,88,10248,4,88
18,432,8,153,10200,4,88,10200,4,88
18,432,9,171,10547,5,91,10539,5,91
18,504,1,27,8976,3,66,8976,3,66
18,504,2,45,10752,4,79,10752,4,79
18,504,3,63,11500,4,85,11499,4,85
18,504,4,81,11888,4,88,11888,4,88
18,504,5,99,11942,4,88,11940,4,88
18,504,6,117,12278,5,91,12276,5,91
18,504,7,135,12242,5,90,12236,5,90
18,504,8,153,12374,5,91,12368,5,91
18,504,9,171,12032,4,89,12024,4,89
18,576,1,27,10928,3,66,10928,3,66
18,576,2,45,13108,4,79,13108,4,79
18,576,3,63,13958,4,85,13956,4,85
18,576,4,81,14446,4,88,14440,4,88
18,576,5,99,14833,5,90,14830,5,90
18,576,6,117,14617,4,89,14610,4,89
18,576,7,135,15169,5,92,15162,5,92
18,576,8,153,15111,5,92,15096,5,92
18,576,9,171,15022,5,91,15012,5,91
18,648,1,27,11951,3,66,11951,3,66
18,648,2,45,14333,4,79,14332,4,79
18,648,3,63,15353,4,85,15351,4,85
18,648,4,81,15910,4,88,15908,4,88
18,648,5,99,16183,5,90,16180,5,90
18,648,6,117,16396,5,91,16392,5,91
18,648,7,135,16378,5,91,16373,5,91
18,648,8,153,16718,5,93,16712,5,93
18,648,9,171,16814,5,93,16812,5,93
18,720,1,27,13205,3,66,13205,3,66
18,720,2,45,15831,4,79,15830,4,79
18,720,3,63,16931,4,85,16929,4,85
18,720,4,81,17491,4,88,17488,4,88
18,720,5,99,17867,5,90,17865,5,90
18,720,6,117,18169,5,91,18168,5,91
18,720,7,135,18288,5,92,18284,5,92
18,720,8,153,18371,5,92,18368,5,92
18,720,9,171,18648,5,94,18639,5,94
18,792,1,27,14774,3,66,14774,3,66
18,792,2,45,17720,4,79,17720,4,79
18,792,3,63,18967,4,85,18963,4,85
18,792,4,81,19644,4,88,19640,4,88
18,792,5,99,20000,5,90,19990,5,90
18,792,6,117,20234,5,91,20220,5,91
18,792,7,135,20536,5,92,20531,5,92
18,792,8,153,20394,5,92,20384,5,91
18,792,9,171,20611,5,92,20610,5,92
18,864,1,27,15654,3,66,15654,3,66
18,864,2,45,18780,4,79,18780,4,79
18,864,3,63,20095,4,85,20094,4,85
18,864,4,81,20824,4,88,20824,4,88
18,864,5,99,21232,5,90,21230,5,90
18,864,6,117,21591,5,91,21582,5,91
18,864,7,135,21840,5,92,21840,5,92
18,864,8,153,21979,5,93,21968,5,93
18,864,9,171,21837,5,92,21834,5,92
18,936,1,27,16906,3,66,16906,3,66
18,936,2,45,20282,4,79,20282,4,79
18,936,3,63,21717,4,85,21717,4,85
18,936,4,81,22504,4,88,22504,4,88
18,936,5,99,22961,5,90,22960,5,90
18,936,6,117,23274,5,91,23274,5,91
18,936,7,135,23406,5,92,23401,5,92
18,936,8,153,23791,5,93,23784,5,93
18,936,9,171,23774,5,93,23769,5,93
18,1008,1,27,18748,3,66,18748,3,66
18,1008,2,45,22489,4,79,22488,4,79
18,1008,3,63,24063,4,85,24063,4,85
18,1008,4,81,24939,4,88,24936,4,88
18,1008,5,99,25507,5,90,25505,5,90
18,1008,6,117,25830,5,91,25830,5,91
18,1008,7,135,26106,5,92,26103,5,92
18,1008,8,153,26350,5,93,26344,5,93
18,1008,9,171,26511,5,94,26505,5,94
18,1080,1,27,20571,3,66,20571,3,66
18,1080,2,45,24655,4,79,24654,4,79
18,1080,3,63,26402,4,85,26400,4,85
18,1080,4,81,27416,4,88,27416,4,88
18,1080,5,99,27856,5,90,27855,5,90
18,1080,6,117,28351,5,91,28350,5,91
18,1080,7,135,28686,5,92,28672,5,92
18,1080,8,153,28861,5,93,28856,5,93
18,1080,9,171,29113,5,94,29097,5,94
18,1152,1,27,21794,3,66,21794,3,66
18,1152,2,45,26149,4,79,26148,4,79
18,1152,3,63,27993,4,85,27993,4,85
18,1152,4,81,28977,4,88,28972,4,88
18,1152,5,99,29645,5,90,29645,5,90
18,1152,6,117,30088,5,92,30084,5,92
18,1152,7,135,30412,5,93,30408,5,92
18,1152,8,153,30586,5,93,30576,5,93
18,1152,9,171,30571,5,93,30564,5,93
18,1224,1,27,22556,3,66,22556,3,66
18,1224,2,45,27051,4,79,27050,4,79
18,1224,3,63,28984,4,85,28983,4,85
18,1224,4,81,29996,4,88,29996,4,88
18,1224,5,99,30725,5,90,30725,5,90
18,1224,6,117,31125,5,91,31122,5,91
18,1224,7,135,31305,5,92,31297,5,92
18,1224,8,153,31741,5,93,31720,5,93
18,1224,9,171,31796,5,93,31788,5,93
18,1296,1,27,24127,3,66,24127,3,66
18,1296,2,45,28942,4,79,28942,4,79
18,1296,3,63,31005,4,85,31005,4,85
18,1296,4,81,32132,4,88,32128,4,88
18,1296,5,99,32802,5,90,32800,5,90
18,1296,6,117,33250,5,91,33246,5,91
18,1296,7,135,33723,5,93,33719,5,93
18,1296,8,153,33963,5,93,33960,5,93
18,1296,9,171,34154,5,94,34146,5,94
18,1368,1,27,25113,3,66,25113,3,66
18,1368,2,45,30122,4,79,30122,4,79
18,1368,3,63,32271,4,85,32271,4,85
18,1368,4,81,33423,4,88,33420,4,88
18,1368,5,99,34213,5,90,34210,5,90
18,1368,6,117,34752,5,92,34752,5,92
18,1368,7,135,35072,5,93,35063,5,93
18,1368,8,153,35114,5,93,35104,5,93
18,1368,9,171,35358,5,93,35343,5,93
20,80,1,30,1298,3,62,1298,3,62
20,80,2,50,1505,3,72,1500,3,72
20,80,3,70,835,2,40,834,2,40
20,80,4,90,0,0,0,0,0,0
20,80,5,110,0,0,0,0,0,0
20,80,6,130,0,0,0,0,0,0
20,80,7,150,0,0,0,0,0,0
20,80,8,170,0,0,0,0,0,0
20,80,9,190,0,0,0,0,0,0
20,160,1,30,2461,3,65,2461,3,65
20,160,2,50,2836,3,75,2836,3,75
20,160,3,70,3098,4,82,3087,4,82
20,160,4,90,3119,4,83,3116,4,83
20,160,5,110,2591,3,69,2585,3,69
20,160,6,130,1777,2,47,1752,2,46
20,160,7,150,696,0,18,679,0,18
20,160,8,170,0,0,0,0,0,0
20,160,9,190,0,0,0,0,0,0
20,240,1,30,4090,3,65,4090,3,65
20,240,2,50,4847,3,78,4846,3,78
20,240,3,70,5176,4,83,5169,4,83
20,240,4,90,5200,4,83,5196,4,83
20,240,5,110,5543,4,89,5540,4,89
20,240,6,130,5542,4,89,5532,4,89
20,240,7,150,5258,4,84,5187,4,83
20,240,8,170,4838,3,77,4800,3,77
20,240,9,190,3979,3,64,3942,3,63
20,320,1,30,5629,3,66,5629,3,66
20,320,2,50,6734,3,79,6732,3,79
20,320,3,70,7140,4,84,7140,4,84
20,320,4,90,7346,4,86,7344,4,86
20,320,5,110,7072,4,83,7070,4,83
20,320,6,130,7508,4,88,7476,4,88
20,320,7,150,7660,4,90,7651,4,90
20,320,8,170,7621,4,90,7608,4,89
20,320,9,190,7649,4,90,7623,4,90
20,400,1,30,6642,3,66,6642,3,66
20,400,2,50,7920,3,79,7918,3,79
20,400,3,70,8498,4,85,8496,4,85
20,400,4,90,8777,4,87,8772,4,87
20,400,5,110,8925,4,89,8920,4,89
20,400,6,130,8569,4,85,8550,4,85
20,400,7,150,8784,4,88,8778,4,88
20,400,8,170,9160,4,91,9160,4,91
20,400,9,190,9282,4,93,9279,4,93
20,480,1,30,7646,3,66,7646,3,66
20,480,2,50,9169,3,79,9168,3,79
20,480,3,70,9746,4,84,9744,4,84
20,480,4,90,10091,4,87,10088,4,87
20,480,5,110,10347,4,90,10345,4,90
20,480,6,130,10479,4,91,10470,4,91
20,480,7,150,10187,4,88,10185,4,88
20,480,8,170,10084,4,87,10080,4,87
20,480,9,190,10480,4,91,10476,4,91
20,560,1,30,9165,3,66,9165,3,66
20,560,2,50,10959,3,79,10958,3,79
20,560,3,70,11715,4,85,11709,4,85
20,560,4,90,12201,4,88,12200,4,88
20,560,5,110,12157,4,88,12145,4,88
20,560,6,130,12617,4,91,12612,4,91
20,560,7,150,12695,4,92,12684,4,92
20,560,8,170,12440,4,90,12424,4,90
20,560,9,190,11884,4,86,11862,4,86
20,640,1,30,10747,3,66,10747,3,66
20,640,2,50,12875,3,79,12874,3,79
20,640,3,70,13749,4,85,13746,4,85
20,640,4,90,14135,4,87,14132,4,87
20,640,5,110,14483,4,89,14470,4,89
20,640,6,130,14545,4,90,14544,4,90
20,640,7,150,14919,4,92,14917,4,92
20,640,8,170,15040,4,93,15032,4,93
20,640,9,190,14773,4,91,14751,4,91
20,720,1,30,11562,3,66,11562,3,66
20,720,2,50,13857,3,79,13856,3,79
20,720,3,70,14827,4,85,14826,4,85
20,720,4,90,15404,4,88,15404,4,88
20,720,5,110,15690,4,90,15685,4,90
20,720,6,130,15841,4,91,15840,4,91
20,720,7,150,15931,4,91,15918,4,91
20,720,8,170,16136,4,93,16136,4,93
20,720,9,190,16336,4,94,16335,4,94
20,800,1,30,13314,3,66,13314,3,66
20,800,2,50,15956,3,79,15956,3,79
20,800,3,70,17084,4,85,17082,4,85
20,800,4,90,17634,4,88,17632,4,88
20,800,5,110,18028,4,90,18020,4,90
20,800,6,130,18393,4,92,18390,4,92
20,800,7,150,18325,4,91,18319,4,91
20,800,8,170,18513,4,92,18512,4,92
20,800,9,190,18670,4,93,18657,4,93
20,880,1,30,14388,3,66,14388,3,66
20,880,2,50,17252,3,79,17252,3,79
20,880,3,70,18466,4,85,18465,4,85
20,880,4,90,19148,4,88,19144,4,88
20,880,5,110,19575,4,90,19570,4,90
20,880,6,130,19716,4,91,19716,4,91
20,880,7,150,20081,4,93,20076,4,92
20,880,8,170,19938,4,92,19928,4,92
20,880,9,190,20184,4,93,20178,4,93
20,960,1,30,15843,3,66,15843,3,66
20,960,2,50,19017,3,79,19016,3,79
20,960,3,70,20345,4,85,20343,4,85
20,960,4,90,21115,4,88,21112,4,88
20,960,5,110,21498,4,90,21495,4,90
20,960,6,130,21812,4,91,21810,4,91
20,960,7,150,22113,4,92,22113,4,92
20,960,8,170,22178,4,93,22168,4,93
20,960,9,190,21890,4,92,21870,4,91
20,1040,1,30,17498,3,66,17498,3,66
20,1040,2,50,20990,3,79,20990,3,79
20,1040,3,70,22472,4,85,22470,4,85
20,1040,4,90,23296,4,88,23296,4,88
20,1040,5,110,23794,4,90,23790,4,90
20,1040,6,130,24205,4,92,24204,4,92
20,1040,7,150,24221,4,92,24220,4,92
20,1040,8,170,24660,4,93,24656,4,93
20,1040,9,190,24585,4,93,24579,4,93
20,1120,1,30,18984,3,66,18984,3,66
20,1120,2,50,22761,3,79,22760,3,79
20,1120,3,70,24375,4,85,24375,4,85
20,1120,4,90,25272,4,88,25272,4,88
20,1120,5,110,25774,4,90,25765,4,90
20,1120,6,130,26146,4,91,26142,4,91
20,1120,7,150,26480,4,92,26474,4,92
20,1120,8,170,26548,4,93,26544,4,93
20,1120,9,190,26882,4,94,26865,4,94
20,1200,1,30,19128,3,66,19128,3,66
20,1200,2,50,22933,3,79,22932,3,79
20,1200,3,70,24588,4,85,24588,4,85
20,1200,4,90,25488,4,88,25488,4,88
20,1200,5,110,26050,4,90,26045,4,90
20,1200,6,130,26355,4,91,26340,4,91
20,1200,7,150,26722,4,93,26712,4,93
20,1200,8,170,26749,4,93,26744,4,93
20,1200,9,190,27054,4,94,27045,4,94
20,1280,1,30,21084,3,66,21084,3,66
20,1280,2,50,25290,3,79,25290,3,79
20,1280,3,70,27094,4,85,27093,4,85
20,1280,4,90,28095,4,88,28092,4,88
20,1280,5,110,28698,4,90,28695,4,90
20,1280,6,130,29112,4,92,29112,4,92
20,1280,7,150,29426,4,93,29421,4,93
20,1280,8,170,29678,4,93,29672,4,93
20,1280,9,190,29677,4,93,29673,4,93
20,1360,1,30,22197,3,66,22197,3,66
20,1360,2,50,26630,3,79,26630,3,79
20,1360,3,70,28524,4,85,28524,4,85
20,1360,4,90,29543,4,88,29540,4,88
20,1360,5,110,30232,4,90,30230,4,90
20,1360,6,130,30672,4,92,30672,4,92
20,1360,7,150,30868,4,92,30863,4,92
20,1360,8,170,31280,4,93,31280,4,93
20,1360,9,190,31184,4,93,31176,4,93
20,1440,1,30,23963,3,66,23963,3,66
20,1440,2,50,28742,3,79,28742,3,79
20,1440,3,70,30793,4,85,30792,4,85
20,1440,4,90,31940,4,88,31936,4,88
20,1440,5,110,32552,4,90,32550,4,90
20,1440,6,130,32987,4,91,32982,4,91
20,1440,7,150,33446,4,93,33446,4,93
20,1440,8,170,33722,4,93,33720,4,93
20,1440,9,190,33919,4,94,33912,4,94
20,1520,1,30,25023,3,66,25023,3,66
20,1520,2,50,30024,3,79,30024,3,79
20,1520,3,70,32151,4,85,32151,4,85
20,1520,4,90,33308,4,88,33308,4,88
20,1520,5,110,34100,4,90,34100,4,90
20,1520,6,130,34567,4,92,34566,4,92
20,1520,7,150,34971,4,93,34965,4,93
20,1520,8,170,35010,4,93,35008,4,93
20,1520,9,190,35393,4,94,35388,4,94
4,16,1,6,1239,15,62,1239,15,62
4,16,2,10,1471,18,73,1454,18,73
4,16,3,14,768,9,38,621,7,31
4,16,4,18,211,2,10,0,0,0
4,16,5,22,0,0,0,0,0,0
4,16,6,26,0,0,0,0,0,0
4,16,7,30,0,0,0,0,0,0
4,16,8,34,0,0,0,0,0,0
4,16,9,38,0,0,0,0,0,0
4,32,1,6,2509,16,64,2509,16,64
4,32,2,10,2838,18,73,2838,18,73
4,32,3,14,3248,20,83,3237,20,83
