num_of_agents,num_of_items,L,D,greedy_approximation,greedy_approximation_to_total,greedy_approximation_to_MMS,weak_greedy_approximation,weak_greedy_approximation_to_total,weak_greedy_approximation_to_MMS
10,120,7,75,8001,6,60,7945,6,60
10,120,8,85,6690,5,50,6664,5,50
10,120,9,95,5350,4,40,5193,3,39
10,160,1,15,9920,6,66,9920,6,66
10,160,2,25,11874,7,79,11874,7,79
10,160,3,35,12656,8,84,12654,8,84
10,160,4,45,12901,8,86,12864,8,86
10,160,5,55,12693,8,85,12685,8,85
10,160,6,65,11906,7,79,11868,7,79
10,160,7,75,11129,7,74,11060,7,74
10,160,8,85,10053,6,67,10032,6,67
10,160,9,95,8874,5,59,8856,5,59
10,200,1,15,12742,6,66,12742,6,66
10,200,2,25,15198,7,79,15192,7,79
10,200,3,35,16294,8,85,16290,8,85
10,200,4,45,16695,8,87,16692,8,87
10,200,5,55,16817,8,87,16815,8,87
10,200,6,65,16312,8,85,16296,8,85
10,200,7,75,15676,8,81,15666,8,81
10,200,8,85,15013,7,78,15000,7,78
10,200,9,95,14154,7,74,14121,7,73
10,240,1,15,16407,6,66,16407,6,66
10,240,2,25,19672,7,79,19672,7,79
10,240,3,35,20979,8,85,20976,8,85
10,240,4,45,21670,8,88,21668,8,88
10,240,5,55,21951,8,89,21935,8,89
10,240,6,65,22176,9,90,22158,8,89
10,240,7,75,21790,8,88,21763,8,88
10,240,8,85,20898,8,84,20872,8,84
10,240,9,95,20257,8,82,20241,8,82
10,280,1,15,17660,6,66,17660,6,66
10,280,2,25,21168,7,79,21168,7,79
10,280,3,35,22673,8,85,22665,8,85
10,280,4,45,23492,8,88,23484,8,88
10,280,5,55,23908,9,90,23905,9,90
10,280,6,65,24130,9,91,24126,9,91
10,280,7,75,24178,9,91,24157,9,91
10,280,8,85,23879,9,90,23848,9,90
10,280,9,95,23487,8,88,23472,8,88
10,320,1,15,21118,6,66,21118,6,66
10,320,2,25,25308,7,79,25308,7,79
10,320,3,35,27114,8,85,27114,8,85
10,320,4,45,27955,8,88,27952,8,88
10,320,5,55,28226,8,89,28225,8,89
10,320,6,65,28580,9,90,28572,9,90
10,320,7,75,28410,8,89,28406,8,89
10,320,8,85,28436,8,89,28432,8,89
10,320,9,95,27762,8,87,27729,8,87
10,360,1,15,25022,6,66,25022,6,66
10,360,2,25,30015,7,79,30014,7,79
10,360,3,35,32143,8,85,32142,8,85
10,360,4,45,33254,8,88,33248,8,88
10,360,5,55,34089,9,90,34085,9,90
10,360,6,65,34533,9,91,34530,9,91
10,360,7,75,34670,9,92,34657,9,92
10,360,8,85,34970,9,93,34960,9,93
10,360,9,95,34869,9,92,34857,9,92
10,400,1,15,27643,6,66,27643,6,66
10,400,2,25,33169,7,79,33168,7,79
10,400,3,35,35510,8,85,35508,8,85
10,400,4,45,36723,8,88,36720,8,88
10,400,5,55,37650,9,90,37645,9,90
10,400,6,65,38106,9,91,38094,9,91
10,400,7,75,38369,9,92,38360,9,92
10,400,8,85,38664,9,93,38648,9,93
10,400,9,95,38328,9,92,38286,9,92
10,440,1,15,28168,6,66,28168,6,66
10,440,2,25,33761,7,79,33760,7,79
10,440,3,35,36189,8,85,36186,8,85
10,440,4,45,37511,8,88,37500,8,88
10,440,5,55,38258,9,90,38250,9,90
10,440,6,65,38713,9,91,38706,9,91
10,440,7,75,39014,9,92,39004,9,92
10,440,8,85,38929,9,92,38912,9,92
10,440,9,95,39044,9,92,39024,9,92
10,480,1,15,32909,6,66,32909,6,66
10,480,2,25,39462,7,79,39462,7,79
10,480,3,35,42267,8,85,42264,8,85
10,480,4,45,43781,8,88,43780,8,88
10,480,5,55,44839,9,90,44835,9,90
10,480,6,65,45390,9,91,45372,9,91
10,480,7,75,45929,9,93,45927,9,93
10,480,8,85,46222,9,93,46216,9,93
10,480,9,95,46290,9,93,46278,9,93
10,520,1,15,36148,6,66,36148,6,66
10,520,2,25,43374,7,79,43374,7,79
10,520,3,35,46447,8,85,46446,8,85
10,520,4,45,48167,8,88,48164,8,88
10,520,5,55,49242,9,90,49240,9,90
10,520,6,65,49838,9,91,49836,9,91
10,520,7,75,50316,9,92,50309,9,92
10,520,8,85,50846,9,93,50824,9,93
10,520,9,95,50874,9,93,50859,9,93
10,560,1,15,34962,6,66,34962,6,66
10,560,2,25,41952,7,79,41952,7,79
10,560,3,35,44946,8,85,44946,8,85
10,560,4,45,46597,8,88,46592,8,88
10,560,5,55,47627,9,90,47625,9,90
10,560,6,65,48345,9,92,48342,9,92
10,560,7,75,48852,9,93,48846,9,93
10,560,8,85,49187,9,93,49176,9,93
10,560,9,95,49410,9,94,49401,9,94
10,600,1,15,39952,6,66,39952,6,66
10,600,2,25,47938,7,79,47938,7,79
10,600,3,35,51336,8,85,51336,8,85
10,600,4,45,53219,8,88,53216,8,88
10,600,5,55,54443,9,90,54440,9,90
10,600,6,65,55217,9,92,55212,9,92
10,600,7,75,55761,9,93,55755,9,93
10,600,8,85,56284,9,93,56272,9,93
10,600,9,95,56440,9,94,56430,9,94
10,640,1,15,42384,6,66,42384,6,66
10,640,2,25,50857,7,79,50856,7,79
10,640,3,35,54477,8,85,54474,8,85
10,640,4,45,56477,8,88,56476,8,88
10,640,5,55,57769,9,90,57765,9,90
10,640,6,65,58558,9,92,58542,9,92
10,640,7,75,59075,9,92,59073,9,92
10,640,8,85,59600,9,93,59584,9,93
10,640,9,95,60045,9,94,60030,9,94
10,680,1,15,49658,6,66,49658,6,66
10,680,2,25,59588,7,79,59588,7,79
10,680,3,35,63828,8,85,63828,8,85
10,680,4,45,66146,8,88,66144,8,88
10,680,5,55,67684,9,90,67680,9,90
10,680,6,65,68675,9,92,68664,9,92
10,680,7,75,69384,9,93,69377,9,93
10,680,8,85,69714,9,93,69704,9,93
10,680,9,95,70165,9,94,70155,9,94
10,720,1,15,47548,6,66,47548,6,66
10,720,2,25,57053,7,79,57052,7,79
10,720,3,35,61125,8,85,61125,8,85
10,720,4,45,63368,8,88,63368,8,88
10,720,5,55,64748,9,90,64745,9,90
10,720,6,65,65752,9,92,65748,9,92
10,720,7,75,66430,9,93,66423,9,93
10,720,8,85,67026,9,93,67024,9,93
10,720,9,95,67387,9,94,67374,9,94
10,760,1,15,52537,6,66,52537,6,66
10,760,2,25,63040,7,79,63040,7,79
10,760,3,35,67534,8,85,67533,8,85
10,760,4,45,70028,8,88,70028,8,88
10,760,5,55,71606,9,90,71600,9,90
10,760,6,65,72710,9,92,72708,9,92
10,760,7,75,73388,9,93,73381,9,93
10,760,8,85,74099,9,94,74096,9,94
10,760,9,95,74583,9,94,74574,9,94
12,48,1,18,2193,4,59,2193,4,59
12,48,2,30,1617,3,44,1614,3,44
12,48,3,42,511,1,13,492,1,13
12,48,4,54,0,0,0,0,0,0
12,48,5,66,0,0,0,0,0,0
12,48,6,78,0,0,0,0,0,0
12,48,7,90,0,0,0,0,0,0
12,48,8,102,0,0,0,0,0,0
12,48,9,114,0,0,0,0,0,0
12,96,1,18,4819,5,66,4819,5,66
12,96,2,30,5468,6,75,5466,6,75
12,96,3,42,5247,6,72,5241,5,71
12,96,4,54,4402,5,60,4368,4,59
12,96,5,66,3356,3,46,3315,3,45
12,96,6,78,2242,2,30,2214,2,30
12,96,7,90,871,0,11,791,0,10
12,96,8,102,53,0,0,0,0,0
12,96,9,114,0,0,0,0,0,0
12,144,1,18,7815,5,66,7815,5,66
12,144,2,30,9252,6,78,9250,6,78
12,144,3,42,9605,6,81,9603,6,81
12,144,4,54,9289,6,79,9284,6,79
12,144,5,66,8655,6,73,8610,6,73
12,144,6,78,7907,5,67,7824,5,66
12,144,7,90,7049,5,60,7014,4,59
12,144,8,102,5931,4,50,5856,4,49
12,144,9,114,4590,3,39,4509,3,38
12,192,1,18,12204,5,66,12204,5,66
12,192,2,30,14596,6,79,14594,6,79
12,192,3,42,15619,7,85,15612,7,85
12,192,4,54,15755,7,85,15748,7,85
12,192,5,66,15898,7,86,15890,7,86
12,192,6,78,15414,7,84,15390,6,83
12,192,7,90,14777,6,80,14742,6,80
12,192,8,102,13960,6,76,13952,6,76
12,192,9,114,12441,5,67,12366,5,67
12,240,1,18,12992,5,66,12992,5,66
12,240,2,30,15561,6,79,15558,6,79
12,240,3,42,16581,7,85,16578,7,84
12,240,4,54,16969,7,86,16964,7,86
12,240,5,66,17063,7,87,17055,7,87
12,240,6,78,16739,7,85,16728,7,85
12,240,7,90,16122,6,82,16114,6,82
12,240,8,102,15341,6,78,15320,6,78
12,240,9,114,14431,6,73,14409,6,73
12,288,1,18,14318,5,66,14318,5,66
12,288,2,30,17169,6,79,17168,6,79
12,288,3,42,18366,7,85,18366,7,85
12,288,4,54,18936,7,88,18932,7,88
12,288,5,66,19206,7,89,19200,7,89
12,288,6,78,19102,7,88,19080,7,88
12,288,7,90,18755,7,87,18718,7,87
12,288,8,102,18436,7,85,18424,7,85
12,288,9,114,18064,7,84,18045,6,83
12,336,1,18,18101,5,66,18101,5,66
12,336,2,30,21711,6,79,21708,6,79
12,336,3,42,23218,7,85,23214,7,85
12,336,4,54,23904,7,87,23900,7,87
12,336,5,66,24209,7,89,24205,7,89
12,336,6,78,24252,7,89,24222,7,89
12,336,7,90,24188,7,88,24164,7,88
12,336,8,102,24028,7,88,24016,7,88
12,336,9,114,23491,7,86,23454,7,86
12,384,1,18,21320,5,66,21320,5,66
12,384,2,30,25562,6,79,25560,6,79
12,384,3,42,27397,7,85,27396,7,85
12,384,4,54,28243,7,88,28236,7,88
12,384,5,66,28623,7,89,28615,7,89
12,384,6,78,28935,7,90,28932,7,90
12,384,7,90,28871,7,90,28854,7,90
12,384,8,102,28993,7,90,28968,7,90
12,384,9,114,28817,7,90,28800,7,90
12,432,1,18,24186,5,66,24186,5,66
12,432,2,30,29018,6,79,29018,6,79
12,432,3,42,31066,7,85,31065,7,85
12,432,4,54,32163,7,88,32160,7,88
12,432,5,66,32823,7,90,32815,7,90
12,432,6,78,33086,7,91,33084,7,91
12,432,7,90,33215,7,91,33194,7,91
12,432,8,102,33367,7,91,33328,7,91
12,432,9,114,33106,7,91,33075,7,91
12,480,1,18,24175,5,66,24175,5,66
12,480,2,30,28990,6,79,28990,6,79
12,480,3,42,31041,7,85,31041,7,85
12,480,4,54,32165,7,88,32160,7,88
12,480,5,66,32924,7,90,32920,7,90
12,480,6,78,33320,7,91,33318,7,91
12,480,7,90,33650,7,92,33635,7,92
12,480,8,102,33656,7,92,33656,7,92
12,480,9,114,33437,7,92,33426,7,92
12,528,1,18,30563,5,66,30563,5,66
12,528,2,30,36636,6,79,36636,6,79
12,528,3,42,39232,7,85,39231,7,85
12,528,4,54,40681,7,88,40680,7,88
12,528,5,66,41588,7,90,41570,7,90
12,528,6,78,42064,7,91,42048,7,91
12,528,7,90,42418,7,92,42399,7,92
12,528,8,102,42250,7,92,42232,7,92
12,528,9,114,42398,7,92,42381,7,92
12,576,1,18,33762,5,66,33762,5,66
12,576,2,30,40513,6,79,40512,6,79
12,576,3,42,43389,7,85,43386,7,85
12,576,4,54,44915,7,88,44912,7,88
12,576,5,66,45978,7,90,45975,7,90
12,576,6,78,46631,7,92,46626,7,92
12,576,7,90,46965,7,92,46956,7,92
12,576,8,102,47208,7,93,47200,7,93
12,576,9,114,47305,7,93,47295,7,93
12,624,1,18,32704,5,66,32704,5,66
12,624,2,30,39242,6,79,39242,6,79
12,624,3,42,42015,7,85,42015,7,85
12,624,4,54,43549,7,88,43548,7,88
12,624,5,66,44526,7,90,44520,7,90
12,624,6,78,45163,7,92,45162,7,92
12,624,7,90,45500,7,92,45493,7,92
12,624,8,102,45548,7,92,45536,7,92
12,624,9,114,45904,7,93,45891,7,93
12,672,1,18,40294,5,66,40294,5,66
12,672,2,30,48335,6,79,48334,6,79
12,672,3,42,51793,7,85,51792,7,85
12,672,4,54,53670,7,88,53664,7,88
12,672,5,66,54858,7,90,54855,7,90
12,672,6,78,55565,7,91,55560,7,91
12,672,7,90,56220,7,93,56217,7,93
12,672,8,102,56633,7,93,56624,7,93
12,672,9,114,56917,7,94,56907,7,94
12,720,1,18,38777,5,66,38777,5,66
12,720,2,30,46533,6,79,46532,6,79
12,720,3,42,49836,7,85,49836,7,85
12,720,4,54,51677,7,88,51676,7,88
12,720,5,66,52821,7,90,52820,7,90
12,720,6,78,53623,7,92,53622,7,92
12,720,7,90,54148,7,93,54145,7,93
12,720,8,102,54540,7,93,54536,7,93
12,720,9,114,54758,7,94,54747,7,94
12,768,1,18,43251,5,66,43251,5,66
12,768,2,30,51894,6,79,51894,6,79
12,768,3,42,55586,7,85,55584,7,85
12,768,4,54,57619,7,88,57616,7,88
12,768,5,66,58847,7,90,58845,7,90
12,768,6,78,59707,7,92,59706,7,92
12,768,7,90,60333,7,92,60326,7,92
12,768,8,102,60787,7,93,60768,7,93
12,768,9,114,61122,7,94,61119,7,94
12,816,1,18,47284,5,66,47284,5,66
12,816,2,30,56714,6,79,56714,6,79
12,816,3,42,60767,7,85,60765,7,85
12,816,4,54,63026,7,88,63024,7,88
12,816,5,66,64420,7,90,64420,7,90
12,816,6,78,65325,7,92,65322,7,92
12,816,7,90,66111,7,93,66108,7,93
12,816,8,102,66637,7,93,66632,7,93
12,816,9,114,67066,7,94,67059,7,94
12,864,1,18,47273,5,66,47273,5,66
12,864,2,30,56722,6,79,56722,6,79
12,864,3,42,60761,7,85,60759,7,85
12,864,4,54,63010,7,88,63008,7,88
12,864,5,66,64384,7,90,64380,7,90
12,864,6,78,65360,7,92,65358,7,92
12,864,7,90,66025,7,93,66017,7,93
12,864,8,102,66554,7,93,66544,7,93
12,864,9,114,67030,7,94,67014,7,94
12,912,1,18,50042,5,66,50042,5,66
12,912,2,30,60045,6,79,60044,6,79
12,912,3,42,64303,7,85,64302,7,85
12,912,4,54,66708,7,88,66708,7,88
12,912,5,66,68170,7,90,68170,7,90
12,912,6,78,69123,7,92,69120,7,92
12,912,7,90,69994,7,93,69993,7,93
12,912,8,102,70466,7,93,70440,7,93
12,912,9,114,70994,7,94,70983,7,94
14,56,1,21,2439,3,54,2439,3,54
14,56,2,35,2171,3,48,2168,3,48
14,56,3,49,1024,1,22,1011,1,22
14,56,4,63,0,0,0,0,0,0
14,56,5,77,0,0,0,0,0,0
14,56,6,91,0,0,0,0,0,0
14,56,7,105,0,0,0,0,0,0
14,56,8,119,0,0,0,0,0,0
14,56,9,133,0,0,0,0,0,0
14,112,1,21,4874,4,65,4874,4,65
14,112,2,35,5447,5,73,5446,5,73
14,112,3,49,5342,5,71,5340,5,71
14,112,4,63,4578,4,61,4576,4,61
14,112,5,77,3568,3,47,3545,3,47
14,112,6,91,2324,2,31,2310,2,31
14,112,7,105,557,0,7,518,0,6
14,112,8,119,1,0,0,0,0,0
14,112,9,133,0,0,0,0,0,0
14,168,1,21,7256,4,66,7256,4,66
14,168,2,35,8562,5,78,8556,5,78
14,168,3,49,8706,5,79,8700,5,79
14,168,4,63,8777,5,80,8768,5,80
14,168,5,77,8357,5,76,8350,5,76
14,168,6,91,7461,4,68,7416,4,67
14,168,7,105,6636,4,60,6580,4,60
14,168,8,119,5625,3,51,5584,3,51
14,168,9,133,4348,2,39,4293,2,39
14,224,1,21,11006,4,66,11006,4,66
14,224,2,35,13155,5,79,13154,5,79
14,224,3,49,13982,6,84,13980,6,84
14,224,4,63,14359,6,86,14344,6,86
14,224,5,77,14035,6,84,14025,6,84
14,224,6,91,13460,5,81,13434,5,81
14,224,7,105,12771,5,77,12740,5,77
14,224,8,119,11552,4,69,11528,4,69
14,224,9,133,10111,4,61,10044,4,60
14,280,1,21,13955,4,66,13955,4,66
14,280,2,35,16716,5,79,16712,5,79
14,280,3,49,17838,6,85,17835,6,85
14,280,4,63,18117,6,86,18108,6,86
14,280,5,77,17997,6,85,17995,6,85
14,280,6,91,17234,5,82,17214,5,82
14,280,7,105,16830,5,80,16800,5,80
14,280,8,119,16037,5,76,15992,5,76
14,280,9,133,14996,5,71,14958,5,71
14,336,1,21,15804,4,66,15804,4,66
14,336,2,35,18951,5,79,18950,5,79
14,336,3,49,20249,6,85,20241,6,85
14,336,4,63,20982,6,88,20980,6,88
14,336,5,77,21402,6,90,21355,6,90
14,336,6,91,21292,6,89,21270,6,89
14,336,7,105,21014,6,88,21007,6,88
14,336,8,119,20721,6,87,20688,6,87
14,336,9,133,19987,6,84,19962,6,84
14,392,1,21,19181,4,66,19181,4,66
14,392,2,35,22996,5,79,22996,5,79
14,392,3,49,24602,6,85,24600,6,85
14,392,4,63,25308,6,87,25300,6,87
14,392,5,77,25590,6,88,25590,6,88
14,392,6,91,25647,6,89,25638,6,89
14,392,7,105,25539,6,88,25536,6,88
14,392,8,119,25252,6,87,25232,6,87
14,392,9,133,24420,6,84,24390,6,84
14,448,1,21,22111,4,66,22111,4,66
14,448,2,35,26495,5,79,26494,5,79
14,448,3,49,28398,6,85,28398,6,85
14,448,4,63,29361,6,88,29360,6,88
14,448,5,77,29767,6,89,29760,6,89
14,448,6,91,30098,6,90,30090,6,90
14,448,7,105,30266,6,91,30261,6,91
14,448,8,119,30082,6,90,30072,6,90
14,448,9,133,29843,6,89,29826,6,89
14,504,1,21,24432,4,66,24432,4,66
14,504,2,35,29293,5,79,29292,5,79
14,504,3,49,31368,6,85,31365,6,85
14,504,4,63,32515,6,88,32508,6,88
14,504,5,77,33158,6,90,33150,6,90
14,504,6,91,33489,6,91,33480,6,91
14,504,7,105,33650,6,91,33642,6,91
14,504,8,119,33460,6,91,33456,6,91
14,504,9,133,33407,6,91,33390,6,91
14,560,1,21,25272,4,66,25272,4,66
14,560,2,35,30315,5,79,30314,5,79
14,560,3,49,32455,6,85,32454,6,85
14,560,4,63,33569,6,88,33564,6,88
14,560,5,77,34429,6,90,34425,6,90
14,560,6,91,34850,6,91,34848,6,91
14,560,7,105,35052,6,92,35049,6,92
14,560,8,119,35350,6,93,35336,6,93
14,560,9,133,35059,6,92,35037,6,92
14,616,1,21,29160,4,66,29160,4,66
14,616,2,35,34963,5,79,34962,5,79
14,616,3,49,37444,6,85,37443,6,85
14,616,4,63,38841,6,88,38832,6,88
14,616,5,77,39631,6,90,39630,6,90
14,616,6,91,40231,6,91,40224,6,91
14,616,7,105,40561,6,92,40558,6,92
14,616,8,119,40624,6,92,40616,6,92
14,616,9,133,40832,6,93,40815,6,93
14,672,1,21,31803,4,66,31803,4,66
14,672,2,35,38144,5,79,38144,5,79
14,672,3,49,40840,6,85,40839,6,85
14,672,4,63,42332,6,88,42332,6,88
14,672,5,77,43129,6,90,43125,6,90
14,672,6,91,43640,6,91,43638,6,91
14,672,7,105,43881,6,91,43876,6,91
14,672,8,119,44146,6,92,44128,6,92
14,672,9,133,44356,6,92,44343,6,92
14,728,1,21,32770,4,66,32770,4,66
14,728,2,35,39283,5,79,39282,5,79
14,728,3,49,42101,6,85,42099,6,85
14,728,4,63,43598,6,88,43596,6,88
14,728,5,77,44517,6,90,44515,6,90
14,728,6,91,45170,6,91,45156,6,91
14,728,7,105,45587,6,92,45577,6,92
14,728,8,119,45704,6,92,45688,6,92
14,728,9,133,45635,6,92,45612,6,92
14,784,1,21,36836,4,66,36836,4,66
14,784,2,35,44198,5,79,44198,5,79
14,784,3,49,47327,6,85,47325,6,85
14,784,4,63,49049,6,88,49048,6,88
14,784,5,77,50131,6,90,50125,6,90
14,784,6,91,50755,6,91,50754,6,91
14,784,7,105,51359,6,92,51352,6,92
14,784,8,119,51759,6,93,51752,6,93
14,784,9,133,52136,6,94,52128,6,94
14,840,1,21,38459,4,66,38459,4,66
14,840,2,35,46142,5,79,46142,5,79
14,840,3,49,49442,6,85,49440,6,85
14,840,4,63,51226,6,88,51224,6,88
14,840,5,77,52399,6,90,52395,6,90
14,840,6,91,53186,6,92,53178,6,92
14,840,7,105,53737,6,93,53732,6,93
14,840,8,119,54111,6,93,54104,6,93
14,840,9,133,54227,6,93,54216,6,93
14,896,1,21,42147,4,66,42147,4,66
14,896,2,35,50574,5,79,50574,5,79
14,896,3,49,54155,6,85,54153,6,85
14,896,4,63,56128,6,88,56124,6,88
14,896,5,77,57423,6,90,57420,6,90
14,896,6,91,58291,6,92,58290,6,92
14,896,7,105,58952,6,93,58947,6,93
14,896,8,119,59423,6,93,59416,6,93
14,896,9,133,59703,6,94,59697,6,94
14,952,1,21,44330,4,66,44330,4,66
14,952,2,35,53186,5,79,53186,5,79
14,952,3,49,56981,6,85,56979,6,85
14,952,4,63,59052,6,88,59048,6,88
14,952,5,77,60411,6,90,60410,6,90
14,952,6,91,61311,6,92,61284,6,92
14,952,7,105,61918,6,93,61915,6,93
14,952,8,119,62489,6,93,62480,6,93
14,952,9,133,62778,6,94,62757,6,94
14,1008,1,21,49386,4,66,49386,4,66
14,1008,2,35,59246,5,79,59246,5,79
14,1008,3,49,63475,6,85,63471,6,85
14,1008,4,63,65800,6,88,65800,6,88
14,1008,5,77,67258,6,90,67250,6,90
14,1008,6,91,68330,6,92,68328,6,92
14,1008,7,105,69024,6,93,69013,6,93
14,1008,8,119,69536,6,93,69528,6,93
14,1008,9,133,69902,6,94,69894,6,94
14,1064,1,21,50420,4,66,50420,4,66
14,1064,2,35,60498,5,79,60498,5,79
14,1064,3,49,64803,6,85,64803,6,85
14,1064,4,63,67140,6,88,67136,6,88
14,1064,5,77,68659,6,90,68655,6,90
14,1064,6,91,69609,6,92,69606,6,92
14,1064,7,105,70529,6,93,70525,6,93
14,1064,8,119,70936,6,93,70928,6,93
14,1064,9,133,71518,6,94,71514,6,94
16,64,1,24,1962,3,61,1962,3,61
16,64,2,40,1690,3,52,1688,3,52
16,64,3,56,734,1,22,696,1,21
16,64,4,72,0,0,0,0,0,0
16,64,5,88,0,0,0,0,0,0
16,64,6,104,0,0,0,0,0,0
16,64,7,120,0,0,0,0,0,0
16,64,8,136,0,0,0,0,0,0
16,64,9,152,0,0,0,0,0,0
16,128,1,24,5286,4,66,5286,4,66
16,128,2,40,5830,4,72,5828,4,72
16,128,3,56,5492,4,68,5490,4,68
16,128,4,72,4645,3,58,4608,3,57
16,128,5,88,3867,3,48,3840,3,48
16,128,6,104,2685,2,33,2640,2,33
16,128,7,120,888,0,11,868,0,10
16,128,8,136,0,0,0,0,0,0
16,128,9,152,0,0,0,0,0,0
16,192,1,24,8445,4,66,8445,4,66
16,192,2,40,10065,4,79,10062,4,79
16,192,3,56,10387,5,81,10383,5,81
16,192,4,72,10088,4,79,10080,4,79
16,192,5,88,9429,4,74,9420,4,74
16,192,6,104,8567,4,67,8562,4,67
16,192,7,120,7550,3,59,7518,3,59
16,192,8,136,6004,2,47,5976,2,47
16,192,9,152,4512,2,35,4482,2,35
16,256,1,24,9095,4,66,9095,4,66
16,256,2,40,10870,4,79,10870,4,79
16,256,3,56,11480,5,83,11478,5,83
16,256,4,72,11632,5,85,11628,5,85
16,256,5,88,11446,5,83,11435,5,83
16,256,6,104,11113,5,81,11106,5,81
16,256,7,120,10481,4,76,10458,4,76
16,256,8,136,9744,4,71,9712,4,71
16,256,9,152,8665,3,63,8568,3,62
16,320,1,24,13634,4,66,13634,4,66
16,320,2,40,16329,4,79,16328,4,79
16,320,3,56,17354,5,84,17352,5,84
16,320,4,72,17594,5,85,17592,5,85
16,320,5,88,17461,5,85,17455,5,85
16,320,6,104,17116,5,83,17112,5,83
16,320,7,120,16716,5,81,16716,5,81
16,320,8,136,15907,4,77,15888,4,77
16,320,9,152,14928,4,72,14895,4,72
16,384,1,24,14273,4,66,14273,4,66
16,384,2,40,17102,4,79,17102,4,79
16,384,3,56,18279,5,85,18279,5,85
16,384,4,72,18866,5,88,18864,5,88
16,384,5,88,19138,5,89,19135,5,89
16,384,6,104,19316,5,90,19314,5,90
16,384,7,120,18829,5,87,18823,5,87
16,384,8,136,18514,5,86,18504,5,86
16,384,9,152,18111,5,84,18090,5,84
16,448,1,24,19405,4,66,19405,4,66
16,448,2,40,23279,4,79,23278,4,79
16,448,3,56,24833,5,85,24831,5,85
16,448,4,72,25632,5,87,25616,5,87
16,448,5,88,26119,5,89,26115,5,89
16,448,6,104,26201,5,89,26196,5,89
16,448,7,120,26131,5,89,26117,5,89
16,448,8,136,25836,5,88,25832,5,88
16,448,9,152,25234,5,86,25200,5,86
16,512,1,24,21096,4,66,21096,4,66
16,512,2,40,25280,4,79,25280,4,79
16,512,3,56,27094,5,85,27093,5,85
16,512,4,72,27975,5,88,27972,5,88
16,512,5,88,28378,5,89,28375,5,89
16,512,6,104,28546,5,90,28542,5,90
16,512,7,120,28495,5,89,28490,5,89
16,512,8,136,28338,5,89,28320,5,89
16,512,9,152,28054,5,88,28026,5,88
16,576,1,24,24701,4,66,24701,4,66
16,576,2,40,29640,4,79,29640,4,79
16,576,3,56,31751,5,85,31749,5,85
16,576,4,72,32890,5,88,32888,5,88
16,576,5,88,33634,5,90,33630,5,90
16,576,6,104,34175,5,92,34170,5,92
16,576,7,120,34237,5,92,34237,5,92
16,576,8,136,34384,5,92,34376,5,92
16,576,9,152,34448,5,92,34425,5,92
16,640,1,24,27778,4,66,27778,4,66
16,640,2,40,33340,4,79,33340,4,79
16,640,3,56,35685,5,85,35685,5,85
16,640,4,72,36983,5,88,36980,5,88
16,640,5,88,37796,5,90,37785,5,90
16,640,6,104,38254,5,91,38250,5,91
16,640,7,120,38718,5,92,38710,5,92
16,640,8,136,38760,5,92,38752,5,92
16,640,9,152,38748,5,92,38727,5,92
16,704,1,24,30452,4,66,30452,4,66
16,704,2,40,36530,4,79,36530,4,79
16,704,3,56,39126,5,85,39123,5,85
16,704,4,72,40524,5,88,40524,5,88
16,704,5,88,41419,5,90,41415,5,90
16,704,6,104,41993,5,91,41988,5,91
16,704,7,120,42291,5,92,42287,5,92
16,704,8,136,42244,5,92,42232,5,92
16,704,9,152,42265,5,92,42255,5,92
16,768,1,24,29322,4,66,29322,4,66
16,768,2,40,35198,4,79,35198,4,79
16,768,3,56,37683,5,85,37683,5,85
16,768,4,72,38977,5,88,38976,5,88
16,768,5,88,39943,5,90,39935,5,90
16,768,6,104,40517,5,92,40512,5,92
16,768,7,120,40818,5,92,40810,5,92
16,768,8,136,41057,5,93,41048,5,93
16,768,9,152,41267,5,93,41247,5,93
16,832,1,24,35029,4,66,35029,4,66
16,832,2,40,42035,4,79,42034,4,79
16,832,3,56,44985,5,85,44985,5,85
16,832,4,72,46678,5,88,46676,5,88
16,832,5,88,47714,5,90,47710,5,90
16,832,6,104,48292,5,91,48282,5,91
16,832,7,120,48721,5,92,48713,5,92
16,832,8,136,49255,5,93,49248,5,93
16,832,9,152,49252,5,93,49239,5,93
16,896,1,24,39480,4,66,39480,4,66
16,896,2,40,47362,4,79,47362,4,79
16,896,3,56,50726,5,85,50724,5,85
16,896,4,72,52583,5,88,52580,5,88
16,896,5,88,53790,5,90,53785,5,90
16,896,6,104,54610,5,92,54606,5,92
16,896,7,120,55189,5,93,55188,5,93
16,896,8,136,55496,5,93,55488,5,93
16,896,9,152,55748,5,94,55737,5,94
16,960,1,24,38594,4,66,38594,4,66
16,960,2,40,46310,4,79,46310,4,79
16,960,3,56,49593,5,85,49593,5,85
16,960,4,72,51416,5,88,51416,5,88
16,960,5,88,52600,5,90,52600,5,90
16,960,6,104,53329,5,92,53322,5,92
16,960,7,120,53864,5,93,53858,5,93
16,960,8,136,54308,5,93,54304,5,93
16,960,9,152,54404,5,93,54396,5,93
16,1024,1,24,42577,4,66,42577,4,66
16,1024,2,40,51090,4,79,51090,4,79
16,1024,3,56,54722,5,85,54720,5,85
16,1024,4,72,56709,5,88,56708,5,88
16,1024,5,88,57922,5,90,57920,5,90
16,1024,6,104,58862,5,92,58860,5,92
16,1024,7,120,59467,5,93,59465,5,93
16,1024,8,136,59895,5,93,59888,5,93
16,1024,9,152,60113,5,94,60102,5,94
