num_of_agents,num_of_items,L,D,greedy_approximation,greedy_approximation_to_total,greedy_approximation_to_MMS,weak_greedy_approximation,weak_greedy_approximation_to_total,weak_greedy_approximation_to_MMS
16,1088,1,24,42477,4,66,42477,4,66
16,1088,2,40,50961,4,79,50960,4,79
16,1088,3,56,54591,5,85,54591,5,85
16,1088,4,72,56598,5,88,56596,5,88
16,1088,5,88,57830,5,90,57830,5,90
16,1088,6,104,58657,5,92,58644,5,92
16,1088,7,120,59365,5,93,59360,5,93
16,1088,8,136,59799,5,93,59776,5,93
16,1088,9,152,60090,5,94,60084,5,94
16,1152,1,24,50187,4,66,50187,4,66
16,1152,2,40,60222,4,79,60222,4,79
16,1152,3,56,64496,5,85,64494,5,85
16,1152,4,72,66849,5,88,66848,5,88
16,1152,5,88,68355,5,90,68355,5,90
16,1152,6,104,69438,5,92,69432,5,92
16,1152,7,120,70140,5,93,70140,5,93
16,1152,8,136,70641,5,93,70632,5,93
16,1152,9,152,71083,5,94,71082,5,94
16,1216,1,24,50181,4,66,50181,4,66
16,1216,2,40,60216,4,79,60216,4,79
16,1216,3,56,64485,5,85,64485,5,85
16,1216,4,72,66892,5,88,66892,5,88
16,1216,5,88,68390,5,90,68390,5,90
16,1216,6,104,69335,5,92,69330,5,92
16,1216,7,120,70181,5,93,70175,5,93
16,1216,8,136,70730,5,93,70728,5,93
16,1216,9,152,71168,5,94,71154,5,94
18,72,1,27,2331,3,60,2331,3,60
18,72,2,45,2018,2,52,2016,2,52
18,72,3,63,542,0,14,534,0,13
18,72,4,81,0,0,0,0,0,0
18,72,5,99,0,0,0,0,0,0
18,72,6,117,0,0,0,0,0,0
18,72,7,135,0,0,0,0,0,0
18,72,8,153,0,0,0,0,0,0
18,72,9,171,0,0,0,0,0,0
18,144,1,27,5197,3,66,5197,3,66
18,144,2,45,5943,4,75,5942,4,75
18,144,3,63,5613,3,71,5604,3,71
18,144,4,81,4773,3,60,4764,3,60
18,144,5,99,3743,2,47,3715,2,47
18,144,6,117,2319,1,29,2304,1,29
18,144,7,135,836,0,10,798,0,10
18,144,8,153,0,0,0,0,0,0
18,144,9,171,0,0,0,0,0,0
18,216,1,27,8977,3,66,8977,3,66
18,216,2,45,10494,4,77,10492,4,77
18,216,3,63,10726,4,79,10725,4,79
18,216,4,81,10374,4,76,10368,4,76
18,216,5,99,9653,3,71,9630,3,71
18,216,6,117,8854,3,65,8826,3,65
18,216,7,135,7881,3,58,7868,3,58
18,216,8,153,6249,2,46,6208,2,45
18,216,9,171,4666,1,34,4626,1,34
18,288,1,27,11634,3,66,11634,3,66
18,288,2,45,13844,4,79,13844,4,79
18,288,3,63,14595,4,83,14595,4,83
18,288,4,81,14608,4,83,14604,4,83
18,288,5,99,13972,4,79,13970,4,79
18,288,6,117,13327,4,76,13320,4,76
18,288,7,135,12468,3,71,12446,3,71
18,288,8,153,11110,3,63,11088,3,63
18,288,9,171,9970,3,57,9936,3,56
18,360,1,27,12781,3,66,12781,3,66
18,360,2,45,15220,4,79,15220,4,79
18,360,3,63,16134,4,84,16134,4,84
18,360,4,81,16471,4,85,16468,4,85
18,360,5,99,16560,4,86,16555,4,86
18,360,6,117,16426,4,85,16422,4,85
18,360,7,135,16161,4,84,16156,4,84
18,360,8,153,15532,4,80,15504,4,80
18,360,9,171,14508,4,75,14490,4,75
18,432,1,27,14018,3,66,14018,3,66
18,432,2,45,16802,4,79,16802,4,79
18,432,3,63,17919,4,85,17916,4,85
18,432,4,81,18406,4,87,18404,4,87
18,432,5,99,18586,4,88,18585,4,88
18,432,6,117,18511,4,87,18504,4,87
18,432,7,135,18181,4,86,18165,4,86
18,432,8,153,17957,4,85,17936,4,85
18,432,9,171,17521,4,83,17505,4,83
18,504,1,27,18398,3,66,18398,3,66
18,504,2,45,22069,4,79,22068,4,79
18,504,3,63,23597,4,85,23595,4,85
18,504,4,81,24335,4,88,24332,4,88
18,504,5,99,24697,4,89,24695,4,89
18,504,6,117,24764,4,89,24750,4,89
18,504,7,135,24723,4,89,24717,4,89
18,504,8,153,24374,4,88,24360,4,88
18,504,9,171,23723,4,85,23706,4,85
18,576,1,27,21386,3,66,21386,3,66
18,576,2,45,25611,4,79,25610,4,79
18,576,3,63,27430,4,85,27429,4,85
18,576,4,81,28444,4,88,28444,4,88
18,576,5,99,29094,5,90,29090,5,90
18,576,6,117,29249,5,91,29244,5,91
18,576,7,135,29256,5,91,29253,5,91
18,576,8,153,28961,5,90,28952,5,90
18,576,9,171,28674,4,89,28665,4,89
18,648,1,27,23738,3,66,23738,3,66
18,648,2,45,28476,4,79,28476,4,79
18,648,3,63,30501,4,85,30501,4,85
18,648,4,81,31625,4,88,31620,4,88
18,648,5,99,32200,5,90,32195,5,90
18,648,6,117,32584,5,91,32580,5,91
18,648,7,135,32704,5,91,32697,5,91
18,648,8,153,32571,5,91,32560,5,91
18,648,9,171,32494,5,91,32481,5,91
18,720,1,27,27877,3,66,27877,3,66
18,720,2,45,33424,4,79,33424,4,79
18,720,3,63,35799,4,85,35796,4,85
18,720,4,81,37087,4,88,37084,4,88
18,720,5,99,37895,5,90,37885,5,90
18,720,6,117,38461,5,91,38454,5,91
18,720,7,135,38766,5,92,38759,5,92
18,720,8,153,39059,5,93,39056,5,93
18,720,9,171,39077,5,93,39060,5,93
18,792,1,27,29243,3,66,29243,3,66
18,792,2,45,35080,4,79,35080,4,79
18,792,3,63,37562,4,85,37560,4,85
18,792,4,81,38876,4,88,38876,4,88
18,792,5,99,39767,5,90,39765,5,90
18,792,6,117,40199,5,91,40194,5,91
18,792,7,135,40737,5,92,40733,5,92
18,792,8,153,40820,5,93,40816,5,93
18,792,9,171,40897,5,93,40887,5,93
18,864,1,27,32121,3,66,32121,3,66
18,864,2,45,38540,4,79,38540,4,79
18,864,3,63,41247,4,85,41247,4,85
18,864,4,81,42806,4,88,42804,4,88
18,864,5,99,43625,5,90,43625,5,90
18,864,6,117,44388,5,92,44388,5,92
18,864,7,135,44806,5,92,44800,5,92
18,864,8,153,44845,5,93,44832,5,93
18,864,9,171,45156,5,93,45153,5,93
18,936,1,27,35238,3,66,35238,3,66
18,936,2,45,42268,4,79,42268,4,79
18,936,3,63,45281,4,85,45279,4,85
18,936,4,81,46926,4,88,46924,4,88
18,936,5,99,48015,5,90,48015,5,90
18,936,6,117,48689,5,92,48684,5,92
18,936,7,135,49181,5,93,49175,5,93
18,936,8,153,49463,5,93,49456,5,93
18,936,9,171,49413,5,93,49401,5,93
18,1008,1,27,36951,3,66,36951,3,66
18,1008,2,45,44334,4,79,44334,4,79
18,1008,3,63,47469,4,85,47469,4,85
18,1008,4,81,49227,4,88,49224,4,88
18,1008,5,99,50347,5,90,50345,5,90
18,1008,6,117,51059,5,92,51054,5,92
18,1008,7,135,51603,5,93,51597,5,93
18,1008,8,153,51944,5,93,51928,5,93
18,1008,9,171,52128,5,94,52119,5,94
18,1080,1,27,39228,3,66,39228,3,66
18,1080,2,45,47054,4,79,47054,4,79
18,1080,3,63,50429,4,85,50427,4,85
18,1080,4,81,52284,4,88,52284,4,88
18,1080,5,99,53423,5,90,53415,5,90
18,1080,6,117,54196,5,92,54192,5,92
18,1080,7,135,54696,5,92,54691,5,92
18,1080,8,153,55163,5,93,55152,5,93
18,1080,9,171,55263,5,93,55260,5,93
18,1152,1,27,42013,3,66,42013,3,66
18,1152,2,45,50415,4,79,50414,4,79
18,1152,3,63,53989,4,85,53988,4,85
18,1152,4,81,56008,4,88,56008,4,88
18,1152,5,99,57170,5,90,57170,5,90
18,1152,6,117,58106,5,92,58104,5,92
18,1152,7,135,58661,5,93,58653,5,93
18,1152,8,153,58989,5,93,58968,5,93
18,1152,9,171,59513,5,94,59499,5,94
18,1224,1,27,42906,3,66,42906,3,66
18,1224,2,45,51484,4,79,51484,4,79
18,1224,3,63,55160,4,85,55158,4,85
18,1224,4,81,57178,4,88,57176,4,88
18,1224,5,99,58444,5,90,58435,5,90
18,1224,6,117,59352,5,92,59340,5,92
18,1224,7,135,59957,5,93,59948,5,93
18,1224,8,153,60387,5,93,60384,5,93
18,1224,9,171,60764,5,94,60759,5,94
18,1296,1,27,48841,3,66,48841,3,66
18,1296,2,45,58606,4,79,58606,4,79
18,1296,3,63,62772,4,85,62772,4,85
18,1296,4,81,65057,4,88,65056,4,88
18,1296,5,99,66515,5,90,66515,5,90
18,1296,6,117,67529,5,92,67524,5,92
18,1296,7,135,68171,5,93,68166,5,93
18,1296,8,153,68658,5,93,68656,5,93
18,1296,9,171,69028,5,94,69021,5,94
18,1368,1,27,50336,3,66,50336,3,66
18,1368,2,45,60399,4,79,60398,4,79
18,1368,3,63,64686,4,85,64683,4,85
18,1368,4,81,67102,4,88,67100,4,88
18,1368,5,99,68625,5,90,68625,5,90
18,1368,6,117,69651,5,92,69642,5,92
18,1368,7,135,70403,5,93,70399,5,93
18,1368,8,153,70918,5,93,70912,5,93
18,1368,9,171,71306,5,94,71298,5,94
20,80,1,30,2420,2,59,2420,2,59
20,80,2,50,2067,2,50,2064,2,50
20,80,3,70,699,0,17,690,0,16
20,80,4,90,0,0,0,0,0,0
20,80,5,110,0,0,0,0,0,0
20,80,6,130,0,0,0,0,0,0
20,80,7,150,0,0,0,0,0,0
20,80,8,170,0,0,0,0,0,0
20,80,9,190,0,0,0,0,0,0
20,160,1,30,4355,3,65,4355,3,65
20,160,2,50,4842,3,72,4842,3,72
20,160,3,70,4692,3,70,4689,3,69
20,160,4,90,4096,3,61,4088,3,61
20,160,5,110,3287,2,49,3275,2,48
20,160,6,130,1906,1,28,1896,1,28
20,160,7,150,561,0,8,532,0,7
20,160,8,170,0,0,0,0,0,0
20,160,9,190,0,0,0,0,0,0
20,240,1,30,7949,3,66,7949,3,66
20,240,2,50,9418,3,78,9416,3,78
20,240,3,70,9717,4,81,9717,4,81
20,240,4,90,9647,4,80,9644,4,80
20,240,5,110,8968,3,74,8965,3,74
20,240,6,130,8372,3,69,8358,3,69
20,240,7,150,7700,3,64,7672,3,64
20,240,8,170,6639,2,55,6632,2,55
20,240,9,190,5100,2,42,5049,2,42
20,320,1,30,11298,3,66,11298,3,66
20,320,2,50,13462,3,79,13462,3,79
20,320,3,70,14250,4,84,14250,4,84
20,320,4,90,14469,4,85,14464,4,85
20,320,5,110,14189,4,83,14185,4,83
20,320,6,130,13868,4,81,13866,4,81
20,320,7,150,13060,3,77,13048,3,76
20,320,8,170,11805,3,69,11800,3,69
20,320,9,190,10544,3,62,10512,3,61
20,400,1,30,13031,3,66,13031,3,66
20,400,2,50,15635,3,79,15634,3,79
20,400,3,70,16586,4,84,16584,4,84
20,400,4,90,17087,4,87,17084,4,87
20,400,5,110,17235,4,88,17230,4,88
20,400,6,130,16938,4,86,16932,4,86
20,400,7,150,16773,4,85,16765,4,85
20,400,8,170,16204,4,82,16200,4,82
20,400,9,190,15164,3,77,15156,3,77
20,480,1,30,16605,3,66,16605,3,66
20,480,2,50,19913,3,79,19912,3,79
20,480,3,70,21302,4,85,21300,4,85
20,480,4,90,21936,4,87,21932,4,87
20,480,5,110,22187,4,88,22180,4,88
20,480,6,130,22564,4,90,22554,4,90
20,480,7,150,22069,4,88,22064,4,88
20,480,8,170,21782,4,87,21768,4,87
20,480,9,190,21316,4,85,21312,4,85
20,560,1,30,18529,3,66,18529,3,66
20,560,2,50,22227,3,79,22226,3,79
20,560,3,70,23781,4,85,23778,4,85
20,560,4,90,24549,4,88,24544,4,88
20,560,5,110,24867,4,89,24865,4,89
20,560,6,130,24716,4,88,24708,4,88
20,560,7,150,24728,4,88,24724,4,88
20,560,8,170,24342,4,87,24320,4,87
20,560,9,190,23831,4,85,23805,4,85
20,640,1,30,22129,3,66,22129,3,66
20,640,2,50,26551,3,79,26550,3,79
20,640,3,70,28389,4,85,28389,4,85
20,640,4,90,29417,4,88,29416,4,88
20,640,5,110,29976,4,90,29975,4,90
20,640,6,130,30360,4,91,30360,4,91
20,640,7,150,30440,4,91,30436,4,91
20,640,8,170,30520,4,91,30520,4,91
20,640,9,190,30223,4,91,30213,4,91
20,720,1,30,23801,3,66,23801,3,66
20,720,2,50,28556,3,79,28556,3,79
20,720,3,70,30585,4,85,30585,4,85
20,720,4,90,31721,4,88,31720,4,88
20,720,5,110,32405,4,90,32405,4,90
20,720,6,130,32738,4,91,32736,4,91
20,720,7,150,33030,4,92,33026,4,92
20,720,8,170,33008,4,92,33000,4,92
20,720,9,190,33210,4,92,33201,4,92
20,800,1,30,27470,3,66,27470,3,66
20,800,2,50,32962,3,79,32962,3,79
20,800,3,70,35283,4,85,35283,4,85
20,800,4,90,36552,4,88,36544,4,88
20,800,5,110,37279,4,90,37275,4,90
20,800,6,130,37791,4,91,37788,4,91
20,800,7,150,37970,4,92,37961,4,92
20,800,8,170,37857,4,91,37848,4,91
20,800,9,190,37634,4,91,37611,4,91
20,880,1,30,29480,3,66,29480,3,66
20,880,2,50,35356,3,79,35356,3,79
20,880,3,70,37874,4,85,37872,4,85
20,880,4,90,39264,4,88,39264,4,88
20,880,5,110,40097,4,90,40095,4,90
20,880,6,130,40756,4,92,40752,4,92
20,880,7,150,41042,4,92,41034,4,92
20,880,8,170,41320,4,93,41304,4,93
20,880,9,190,41431,4,93,41427,4,93
20,960,1,30,30460,3,66,30460,3,66
20,960,2,50,36530,3,79,36530,3,79
20,960,3,70,39123,4,85,39123,4,85
20,960,4,90,40560,4,88,40560,4,88
20,960,5,110,41317,4,90,41310,4,90
20,960,6,130,41994,4,91,41994,4,91
20,960,7,150,42438,4,92,42434,4,92
20,960,8,170,42685,4,93,42680,4,93
20,960,9,190,42815,4,93,42804,4,93
20,1040,1,30,34362,3,66,34362,3,66
20,1040,2,50,41216,3,79,41216,3,79
20,1040,3,70,44142,4,85,44142,4,85
20,1040,4,90,45788,4,88,45788,4,88
20,1040,5,110,46780,4,90,46780,4,90
20,1040,6,130,47405,4,91,47400,4,91
20,1040,7,150,47975,4,93,47971,4,93
20,1040,8,170,48203,4,93,48200,4,93
20,1040,9,190,48573,4,94,48564,4,94
20,1120,1,30,37001,3,66,37001,3,66
20,1120,2,50,44384,3,79,44384,3,79
20,1120,3,70,47553,4,85,47553,4,85
20,1120,4,90,49308,4,88,49308,4,88
20,1120,5,110,50375,4,90,50370,4,90
20,1120,6,130,51119,4,92,51114,4,92
20,1120,7,150,51634,4,93,51632,4,93
20,1120,8,170,51929,4,93,51928,4,93
20,1120,9,190,52230,4,94,52227,4,94
20,1200,1,30,40919,3,66,40919,3,66
20,1200,2,50,49092,3,79,49092,3,79
20,1200,3,70,52601,4,85,52599,4,85
20,1200,4,90,54504,4,88,54504,4,88
20,1200,5,110,55582,4,90,55580,4,90
20,1200,6,130,56586,4,92,56586,4,92
20,1200,7,150,57160,4,93,57155,4,93
20,1200,8,170,57654,4,93,57648,4,93
20,1200,9,190,57857,4,94,57852,4,94
20,1280,1,30,43322,3,66,43322,3,66
20,1280,2,50,51981,3,79,51980,3,79
20,1280,3,70,55671,4,85,55671,4,85
20,1280,4,90,57748,4,88,57748,4,88
20,1280,5,110,59048,4,90,59045,4,90
20,1280,6,130,59849,4,92,59844,4,92
20,1280,7,150,60513,4,93,60508,4,93
20,1280,8,170,61055,4,93,61048,4,93
20,1280,9,190,61362,4,94,61362,4,94
20,1360,1,30,44700,3,66,44700,3,66
20,1360,2,50,53632,3,79,53632,3,79
20,1360,3,70,57457,4,85,57456,4,85
20,1360,4,90,59556,4,88,59556,4,88
20,1360,5,110,60912,4,90,60910,4,90
20,1360,6,130,61821,4,92,61818,4,92
20,1360,7,150,62459,4,93,62454,4,93
20,1360,8,170,62932,4,93,62912,4,93
20,1360,9,190,63289,4,94,63279,4,94
20,1440,1,30,48348,3,66,48348,3,66
20,1440,2,50,58010,3,79,58010,3,79
20,1440,3,70,62151,4,85,62151,4,85
20,1440,4,90,64430,4,88,64428,4,88
20,1440,5,110,65890,4,90,65890,4,90
20,1440,6,130,66894,4,92,66894,4,92
20,1440,7,150,67638,4,93,67634,4,93
20,1440,8,170,68048,4,93,68040,4,93
20,1440,9,190,68488,4,94,68463,4,94
20,1520,1,30,52615,3,66,52615,3,66
20,1520,2,50,63130,3,79,63130,3,79
20,1520,3,70,67635,4,85,67635,4,85
20,1520,4,90,70093,4,88,70092,4,88
20,1520,5,110,71725,4,90,71725,4,90
20,1520,6,130,72705,4,92,72702,4,92
20,1520,7,150,73585,4,93,73584,4,93
20,1520,8,170,74166,4,93,74160,4,93
20,1520,9,190,74486,4,94,74475,4,94
